pID	|	s(R)	Img	s(Q)	|	s(Qnq)	coff	|	PCA	BF	BFi	Img	std
2240000-35	|	21	21	213	|	142	9.403	|	0.148	1.391	1.391	21	0.099
2240000-36	|	17	17	321	|	207	9.403	|	0.082	0.772	0.772	17	0.053
2240000-37	|	12	12	146	|	88	9.403	|	0.136	1.282	1.282	12	0.082
2240000-38	|	20	20	385	|	280	9.403	|	0.071	0.672	0.672	20	0.052
2240000-39	|	19	19	226	|	158	9.403	|	0.12	1.131	1.131	19	0.084
2240000-40	|	17	17	369	|	276	9.403	|	0.062	0.579	0.579	17	0.046
2240000-41	|	11	11	192	|	133	9.403	|	0.083	0.778	0.778	11	0.057
2240000-42	|	22	22	349	|	231	9.403	|	0.095	0.895	0.895	22	0.063
2240000-43	|	11	11	167	|	109	9.403	|	0.101	0.949	0.949	11	0.066
2240000-44	|	17	17	309	|	198	9.403	|	0.086	0.807	0.807	17	0.055
2240000-45	|	8	8	149	|	88	9.403	|	0.091	0.855	0.855	8	0.054
2240000-46	|	57	57	803	|	563	9.403	|	0.101	0.952	0.952	57	0.071
2240000-47	|	75	75	1059	|	726	9.403	|	0.103	0.971	0.971	75	0.071
2240000-48	|	51	51	748	|	519	9.403	|	0.098	0.924	0.924	51	0.068
2240000-49	|	82	82	992	|	655	9.403	|	0.125	1.177	1.177	82	0.083
2240000-50	|	43	43	739	|	512	9.403	|	0.084	0.79	0.790	43	0.058
2240000-51	|	59	59	940	|	618	9.403	|	0.095	0.898	0.898	59	0.063
2240000-52	|	48	48	784	|	550	9.403	|	0.087	0.821	0.821	48	0.061
2240000-53	|	73	73	1001	|	682	9.403	|	0.107	1.006	1.006	73	0.073
2240000-54	|	39	39	652	|	475	9.403	|	0.082	0.772	0.772	39	0.06
2240000-55	|	59	59	756	|	557	9.403	|	0.106	0.996	0.996	59	0.078
2240000-56	|	15	15	238	|	149	9.403	|	0.101	0.947	0.947	15	0.063
2240000-57	|	8	8	167	|	110	9.403	|	0.073	0.684	0.684	8	0.048
2240000-58	|	14	14	238	|	151	9.403	|	0.093	0.872	0.872	14	0.059
2240000-59	|	12	12	197	|	126	9.403	|	0.095	0.895	0.895	12	0.061
2240000-60	|	15	15	202	|	124	9.403	|	0.121	1.137	1.137	15	0.074
2240000-61	|	11	11	148	|	100	9.403	|	0.11	1.034	1.034	11	0.074
2240000-62	|	17	17	233	|	147	9.403	|	0.116	1.087	1.087	17	0.073
2240000-63	|	9	9	135	|	84	9.403	|	0.107	1.007	1.007	9	0.067
2240000-64	|	18	18	232	|	135	9.403	|	0.133	1.254	1.254	18	0.078
2240000-65	|	12	12	138	|	79	9.403	|	0.152	1.428	1.428	12	0.087
2240000-66	|	7	7	192	|	123	9.403	|	0.057	0.535	0.535	7	0.036
2240000-67	|	4	4	138	|	90	9.403	|	0.044	0.418	0.418	4	0.029
2240000-68	|	10	10	178	|	119	9.403	|	0.084	0.79	0.790	10	0.056
2240000-69	|	9	9	146	|	102	9.403	|	0.088	0.83	0.830	9	0.062
2240000-70	|	12	12	203	|	124	9.403	|	0.097	0.91	0.910	12	0.059
2240000-71	|	9	9	125	|	69	9.403	|	0.13	1.226	1.226	9	0.072
2240000-72	|	12	12	201	|	129	9.403	|	0.093	0.875	0.875	12	0.06
2240000-73	|	6	6	111	|	67	9.403	|	0.09	0.842	0.842	6	0.054
2240000-74	|	25	25	397	|	257	9.403	|	0.097	0.915	0.915	25	0.063
2240000-75	|	33	33	642	|	435	9.403	|	0.076	0.713	0.713	33	0.051
2240000-76	|	28	28	427	|	273	9.403	|	0.103	0.964	0.964	28	0.066
2240000-77	|	41	41	725	|	491	9.403	|	0.084	0.785	0.785	41	0.057
2240000-78	|	26	26	430	|	271	9.403	|	0.096	0.902	0.902	26	0.06
2240000-79	|	31	31	693	|	466	9.403	|	0.067	0.625	0.625	31	0.045
2240000-80	|	23	23	414	|	266	9.403	|	0.086	0.813	0.813	23	0.056
2240000-81	|	33	33	644	|	446	9.403	|	0.074	0.696	0.696	33	0.051
2240000-82	|	16	16	281	|	184	9.403	|	0.087	0.818	0.818	16	0.057
2240000-83	|	28	28	385	|	277	9.403	|	0.101	0.95	0.950	28	0.073
2240000-84	|	17	17	285	|	213	9.403	|	0.08	0.75	0.750	17	0.06
2240000-85	|	9	9	135	|	92	9.403	|	0.098	0.92	0.920	9	0.067
2240000-86	|	15	15	260	|	191	9.403	|	0.079	0.738	0.738	15	0.058
2240000-87	|	14	14	117	|	81	9.403	|	0.173	1.625	1.625	14	0.12
2240000-88	|	19	19	260	|	198	9.403	|	0.096	0.902	0.902	19	0.073
2240000-89	|	8	8	103	|	76	9.403	|	0.105	0.99	0.990	8	0.078
2240000-90	|	17	17	264	|	183	9.403	|	0.093	0.873	0.873	17	0.064
2240000-91	|	8	8	132	|	97	9.403	|	0.082	0.775	0.775	8	0.061
2240000-92	|	17	17	260	|	203	9.403	|	0.084	0.787	0.787	17	0.065
2240000-93	|	6	6	98	|	73	9.403	|	0.082	0.773	0.773	6	0.061
2240000-94	|	10	10	196	|	149	9.403	|	0.067	0.631	0.631	10	0.051
2240000-95	|	4	4	80	|	58	9.403	|	0.069	0.648	0.648	4	0.05
2240000-96	|	15	15	231	|	172	9.403	|	0.087	0.82	0.820	15	0.065
2240000-97	|	11	11	99	|	70	9.403	|	0.157	1.478	1.478	11	0.111
2240000-98	|	15	15	218	|	169	9.403	|	0.089	0.835	0.835	15	0.069
2240000-99	|	6	6	93	|	74	9.403	|	0.081	0.762	0.762	6	0.065
2240000-100	|	18	18	235	|	172	9.403	|	0.105	0.984	0.984	18	0.077
2240000-101	|	8	8	86	|	61	9.403	|	0.131	1.233	1.233	8	0.093
2240000-102	|	32	32	506	|	374	9.403	|	0.086	0.804	0.804	32	0.063
2240000-103	|	37	37	477	|	355	9.403	|	0.104	0.98	0.980	37	0.078
2240000-104	|	42	42	601	|	452	9.403	|	0.093	0.874	0.874	42	0.07
2240000-105	|	52	52	687	|	516	9.403	|	0.101	0.948	0.948	52	0.076
2240000-106	|	41	41	602	|	457	9.403	|	0.09	0.844	0.844	41	0.068
2240000-107	|	47	47	637	|	487	9.403	|	0.097	0.907	0.907	47	0.074
2240000-108	|	47	47	550	|	397	9.403	|	0.118	1.113	1.113	47	0.085
2240000-109	|	49	49	520	|	380	9.403	|	0.129	1.212	1.212	49	0.094
2240000-110	|	24	24	349	|	257	9.403	|	0.093	0.878	0.878	24	0.069
2240000-111	|	27	27	320	|	245	9.403	|	0.11	1.036	1.036	27	0.084
2240000-112	|	15	15	281	|	167	9.403	|	0.09	0.845	0.845	15	0.053
2240000-113	|	7	7	173	|	99	9.403	|	0.071	0.665	0.665	7	0.04
2240000-114	|	23	23	319	|	188	9.403	|	0.122	1.15	1.150	23	0.072
2240000-115	|	6	6	226	|	144	9.403	|	0.042	0.392	0.392	6	0.027
2240000-116	|	18	18	254	|	147	9.403	|	0.122	1.151	1.151	18	0.071
2240000-117	|	11	11	136	|	82	9.403	|	0.134	1.261	1.261	11	0.081
2240000-118	|	17	17	246	|	149	9.403	|	0.114	1.073	1.073	17	0.069
2240000-119	|	11	11	137	|	84	9.403	|	0.131	1.231	1.231	11	0.08
2240000-120	|	18	18	253	|	141	9.403	|	0.128	1.2	1.200	18	0.071
2240000-121	|	6	6	124	|	71	9.403	|	0.085	0.795	0.795	6	0.048
2240000-122	|	21	21	253	|	170	9.403	|	0.124	1.161	1.161	21	0.083
2240000-123	|	11	11	155	|	106	9.403	|	0.104	0.976	0.976	11	0.071
2240000-124	|	18	18	244	|	154	9.403	|	0.117	1.099	1.099	18	0.074
2240000-125	|	8	8	130	|	89	9.403	|	0.09	0.845	0.845	8	0.062
2240000-126	|	14	14	278	|	170	9.403	|	0.082	0.774	0.774	14	0.05
2240000-127	|	11	11	159	|	105	9.403	|	0.105	0.985	0.985	11	0.069
2240000-128	|	18	18	265	|	149	9.403	|	0.121	1.136	1.136	18	0.068
2240000-129	|	9	9	146	|	77	9.403	|	0.117	1.099	1.099	9	0.062
2240000-130	|	38	38	554	|	346	9.403	|	0.11	1.033	1.033	38	0.069
2240000-131	|	50	50	814	|	550	9.403	|	0.091	0.855	0.855	50	0.061
2240000-132	|	44	44	580	|	357	9.403	|	0.123	1.159	1.159	44	0.076
2240000-133	|	54	54	863	|	540	9.403	|	0.1	0.94	0.940	54	0.063
2240000-134	|	34	34	553	|	335	9.403	|	0.101	0.954	0.954	34	0.061
2240000-135	|	34	34	801	|	517	9.403	|	0.066	0.618	0.618	34	0.042
2240000-136	|	40	40	550	|	337	9.403	|	0.119	1.116	1.116	40	0.073
2240000-137	|	53	53	787	|	495	9.403	|	0.107	1.007	1.007	53	0.067
2240000-138	|	33	33	384	|	243	9.403	|	0.136	1.277	1.277	33	0.086
2240000-139	|	36	36	510	|	363	9.403	|	0.099	0.932	0.932	36	0.071
2240000-140	|	7	7	200	|	124	9.403	|	0.056	0.531	0.531	7	0.035
2240000-141	|	5	5	150	|	94	9.403	|	0.053	0.5	0.500	5	0.033
2240000-142	|	12	12	234	|	153	9.403	|	0.078	0.737	0.737	12	0.051
2240000-143	|	8	8	177	|	121	9.403	|	0.066	0.622	0.622	8	0.045
2240000-144	|	16	16	200	|	129	9.403	|	0.124	1.166	1.166	16	0.08
2240000-145	|	7	7	133	|	87	9.403	|	0.08	0.757	0.757	7	0.053
2240000-146	|	9	9	164	|	102	9.403	|	0.088	0.83	0.830	9	0.055
2240000-147	|	7	7	125	|	86	9.403	|	0.081	0.765	0.765	7	0.056
2240000-148	|	12	12	201	|	128	9.403	|	0.094	0.881	0.881	12	0.06
2240000-149	|	11	11	140	|	89	9.403	|	0.124	1.162	1.162	11	0.079
2240000-150	|	11	11	177	|	108	9.403	|	0.102	0.958	0.958	11	0.062
2240000-151	|	5	5	123	|	77	9.403	|	0.065	0.611	0.611	5	0.041
2240000-152	|	8	8	152	|	99	9.403	|	0.081	0.76	0.760	8	0.053
2240000-153	|	9	9	117	|	73	9.403	|	0.123	1.159	1.159	9	0.077
2240000-154	|	9	9	191	|	118	9.403	|	0.076	0.717	0.717	9	0.047
2240000-155	|	3	3	113	|	72	9.403	|	0.042	0.392	0.392	3	0.027
2240000-156	|	10	10	173	|	109	9.403	|	0.092	0.863	0.863	10	0.058
2240000-157	|	7	7	112	|	66	9.403	|	0.106	0.997	0.997	7	0.062
2240000-158	|	22	22	347	|	221	9.403	|	0.1	0.936	0.936	22	0.063
2240000-159	|	40	40	608	|	408	9.403	|	0.098	0.922	0.922	40	0.066
2240000-160	|	22	22	384	|	250	9.403	|	0.088	0.827	0.827	22	0.057
2240000-161	|	44	44	684	|	458	9.403	|	0.096	0.903	0.903	44	0.064
2240000-162	|	24	24	390	|	242	9.403	|	0.099	0.932	0.932	24	0.062
2240000-163	|	37	37	651	|	412	9.403	|	0.09	0.844	0.844	37	0.057
2240000-164	|	24	24	359	|	237	9.403	|	0.101	0.952	0.952	24	0.067
2240000-165	|	41	41	581	|	388	9.403	|	0.106	0.994	0.994	41	0.071
2240000-166	|	17	17	248	|	167	9.403	|	0.102	0.957	0.957	17	0.069
2240000-167	|	28	28	361	|	253	9.403	|	0.111	1.041	1.041	28	0.078
2240000-168	|	5	5	240	|	178	9.403	|	0.028	0.264	0.264	5	0.021
2240000-169	|	2	2	135	|	91	9.403	|	0.022	0.207	0.207	2	0.015
2240000-170	|	16	16	358	|	259	9.403	|	0.062	0.581	0.581	16	0.045
2240000-171	|	12	11	226	|	165	9.403	|	0.073	0.684	0.627	11	0.053
2240000-172	|	8	8	228	|	164	9.403	|	0.049	0.459	0.459	8	0.035
2240000-173	|	7	7	107	|	74	9.403	|	0.095	0.889	0.889	7	0.065
2240000-174	|	7	7	161	|	111	9.403	|	0.063	0.593	0.593	7	0.043
2240000-175	|	3	3	81	|	58	9.403	|	0.052	0.486	0.486	3	0.037
2240000-176	|	10	10	307	|	215	9.403	|	0.047	0.437	0.437	10	0.033
2240000-177	|	5	5	143	|	98	9.403	|	0.051	0.48	0.480	5	0.035
2240000-178	|	6	6	243	|	171	9.403	|	0.035	0.33	0.330	6	0.025
2240000-179	|	3	3	110	|	70	9.403	|	0.043	0.403	0.403	3	0.027
2240000-180	|	13	13	321	|	228	9.403	|	0.057	0.536	0.536	13	0.04
2240000-181	|	2	2	195	|	136	9.403	|	0.015	0.138	0.138	2	0.01
2240000-182	|	8	8	261	|	181	9.403	|	0.044	0.416	0.416	8	0.031
2240000-183	|	6	6	135	|	86	9.403	|	0.07	0.656	0.656	6	0.044
2240000-184	|	8	7	233	|	156	9.403	|	0.051	0.482	0.422	7	0.034
2240000-185	|	6	5	117	|	68	9.403	|	0.088	0.83	0.691	5	0.051
2240000-186	|	35	35	665	|	477	9.403	|	0.073	0.69	0.690	35	0.053
2240000-187	|	54	54	1010	|	719	9.403	|	0.075	0.706	0.706	54	0.053
2240000-188	|	34	34	601	|	413	9.403	|	0.082	0.774	0.774	34	0.057
2240000-189	|	50	50	872	|	584	9.403	|	0.086	0.805	0.805	50	0.057
2240000-190	|	30	30	584	|	403	9.403	|	0.074	0.7	0.700	30	0.051
2240000-191	|	42	42	792	|	517	9.403	|	0.081	0.764	0.764	42	0.053
2240000-192	|	35	35	647	|	448	9.403	|	0.078	0.735	0.735	35	0.054
2240000-193	|	53	53	931	|	643	9.403	|	0.082	0.775	0.775	53	0.057
2240000-194	|	25	25	537	|	396	9.403	|	0.063	0.594	0.594	25	0.047
2240000-195	|	42	42	695	|	516	9.403	|	0.081	0.765	0.765	42	0.06
2240000-196	|	11	11	235	|	166	9.403	|	0.066	0.623	0.623	11	0.047
2240000-197	|	4	4	117	|	80	9.403	|	0.05	0.47	0.470	4	0.034
2240000-198	|	21	20	303	|	209	9.403	|	0.1	0.945	0.900	20	0.069
2240000-199	|	10	10	183	|	128	9.403	|	0.078	0.735	0.735	10	0.055
2240000-200	|	10	10	212	|	143	9.403	|	0.07	0.658	0.658	10	0.047
2240000-201	|	6	6	113	|	72	9.403	|	0.083	0.784	0.784	6	0.053
2240000-202	|	7	6	197	|	125	9.403	|	0.056	0.527	0.451	6	0.036
2240000-203	|	4	4	116	|	71	9.403	|	0.056	0.53	0.530	4	0.034
2240000-204	|	13	13	264	|	169	9.403	|	0.077	0.723	0.723	13	0.049
2240000-205	|	5	5	153	|	106	9.403	|	0.047	0.444	0.444	5	0.033
2240000-206	|	14	14	226	|	142	9.403	|	0.099	0.927	0.927	14	0.062
2240000-207	|	8	8	102	|	57	9.403	|	0.14	1.32	1.320	8	0.078
2240000-208	|	19	19	305	|	212	9.403	|	0.09	0.843	0.843	19	0.062
2240000-209	|	20	20	207	|	143	9.403	|	0.14	1.315	1.315	20	0.097
2240000-210	|	18	18	257	|	176	9.403	|	0.102	0.962	0.962	18	0.07
2240000-211	|	8	8	147	|	94	9.403	|	0.085	0.8	0.800	8	0.054
2240000-212	|	14	13	214	|	130	9.403	|	0.108	1.013	0.940	13	0.065
2240000-213	|	5	5	98	|	54	9.403	|	0.093	0.871	0.871	5	0.051
2240000-214	|	41	41	618	|	412	9.403	|	0.1	0.936	0.936	41	0.066
2240000-215	|	67	67	979	|	656	9.403	|	0.102	0.96	0.960	67	0.068
2240000-216	|	38	38	617	|	417	9.403	|	0.091	0.857	0.857	38	0.062
2240000-217	|	63	63	958	|	642	9.403	|	0.098	0.923	0.923	63	0.066
2240000-218	|	33	33	584	|	398	9.403	|	0.083	0.78	0.780	33	0.057
2240000-219	|	54	54	836	|	537	9.403	|	0.101	0.946	0.946	54	0.065
2240000-220	|	33	33	583	|	391	9.403	|	0.084	0.794	0.794	33	0.057
2240000-221	|	57	57	868	|	572	9.403	|	0.1	0.937	0.937	57	0.066
2240000-222	|	33	33	540	|	375	9.403	|	0.088	0.827	0.827	33	0.061
2240000-223	|	57	57	717	|	495	9.403	|	0.115	1.083	1.083	57	0.079
2240000-224	|	8	8	229	|	149	9.403	|	0.054	0.505	0.505	8	0.035
2240000-225	|	6	6	156	|	95	9.403	|	0.063	0.594	0.594	6	0.038
2240000-226	|	12	12	246	|	164	9.403	|	0.073	0.688	0.688	12	0.049
2240000-227	|	9	9	202	|	144	9.403	|	0.062	0.588	0.588	9	0.045
2240000-228	|	14	14	199	|	135	9.403	|	0.104	0.975	0.975	14	0.07
2240000-229	|	10	10	118	|	81	9.403	|	0.123	1.161	1.161	10	0.085
2240000-230	|	10	10	148	|	92	9.403	|	0.109	1.022	1.022	10	0.068
2240000-231	|	9	9	107	|	67	9.403	|	0.134	1.263	1.263	9	0.084
2240000-232	|	13	13	260	|	179	9.403	|	0.073	0.683	0.683	13	0.05
2240000-233	|	12	12	176	|	121	9.403	|	0.099	0.932	0.932	12	0.068
2240000-234	|	16	16	216	|	134	9.403	|	0.119	1.123	1.123	16	0.074
2240000-235	|	10	10	127	|	74	9.403	|	0.135	1.271	1.271	10	0.079
2240000-236	|	14	14	214	|	157	9.403	|	0.089	0.838	0.838	14	0.065
2240000-237	|	21	21	151	|	94	9.403	|	0.223	2.101	2.101	21	0.139
2240000-238	|	8	8	232	|	175	9.403	|	0.046	0.43	0.430	8	0.034
2240000-239	|	9	9	152	|	113	9.403	|	0.08	0.749	0.749	9	0.059
2240000-240	|	14	14	207	|	126	9.403	|	0.111	1.045	1.045	14	0.068
2240000-241	|	5	5	111	|	68	9.403	|	0.074	0.691	0.691	5	0.045
2240000-242	|	22	22	447	|	298	9.403	|	0.074	0.694	0.694	22	0.049
2240000-243	|	45	45	730	|	498	9.403	|	0.09	0.85	0.850	45	0.062
2240000-244	|	24	24	488	|	332	9.403	|	0.072	0.68	0.680	24	0.049
2240000-245	|	56	56	786	|	522	9.403	|	0.107	1.009	1.009	56	0.071
2240000-246	|	24	24	466	|	316	9.403	|	0.076	0.714	0.714	24	0.052
2240000-247	|	50	50	756	|	497	9.403	|	0.101	0.946	0.946	50	0.066
2240000-248	|	22	22	463	|	317	9.403	|	0.069	0.653	0.653	22	0.048
2240000-249	|	39	39	688	|	467	9.403	|	0.084	0.785	0.785	39	0.057
2240000-250	|	17	17	329	|	238	9.403	|	0.071	0.672	0.672	17	0.052
2240000-251	|	41	41	481	|	349	9.403	|	0.117	1.105	1.105	41	0.085
2240000-252	|	13	13	187	|	112	9.403	|	0.116	1.091	1.091	13	0.07
2240000-253	|	3	3	130	|	82	9.403	|	0.037	0.344	0.344	3	0.023
2240000-254	|	15	15	213	|	127	9.403	|	0.118	1.111	1.111	15	0.07
2240000-255	|	8	8	158	|	98	9.403	|	0.082	0.768	0.768	8	0.051
2240000-256	|	14	14	178	|	103	9.403	|	0.136	1.278	1.278	14	0.079
2240000-257	|	6	6	119	|	79	9.403	|	0.076	0.714	0.714	6	0.05
2240000-258	|	10	10	161	|	91	9.403	|	0.11	1.033	1.033	10	0.062
2240000-259	|	6	6	120	|	79	9.403	|	0.076	0.714	0.714	6	0.05
2240000-260	|	15	15	189	|	107	9.403	|	0.14	1.318	1.318	15	0.079
2240000-261	|	12	12	147	|	88	9.403	|	0.136	1.282	1.282	12	0.082
2240000-262	|	14	14	182	|	100	9.403	|	0.14	1.316	1.316	14	0.077
2240000-263	|	8	8	107	|	59	9.403	|	0.136	1.275	1.275	8	0.075
2240000-264	|	7	7	171	|	110	9.403	|	0.064	0.598	0.598	7	0.041
2240000-265	|	7	7	111	|	71	9.403	|	0.099	0.927	0.927	7	0.063
2240000-266	|	9	9	160	|	106	9.403	|	0.085	0.798	0.798	9	0.056
2240000-267	|	9	9	118	|	76	9.403	|	0.118	1.113	1.113	9	0.076
2240000-268	|	11	11	179	|	100	9.403	|	0.11	1.034	1.034	11	0.061
2240000-269	|	7	7	115	|	66	9.403	|	0.106	0.997	0.997	7	0.061
2240000-270	|	26	26	352	|	204	9.403	|	0.127	1.198	1.198	26	0.074
2240000-271	|	46	46	633	|	407	9.403	|	0.113	1.063	1.063	46	0.073
2240000-272	|	23	23	388	|	235	9.403	|	0.098	0.92	0.920	23	0.059
2240000-273	|	48	48	706	|	444	9.403	|	0.108	1.016	1.016	48	0.068
2240000-274	|	25	25	396	|	233	9.403	|	0.107	1.009	1.009	25	0.063
2240000-275	|	42	42	650	|	395	9.403	|	0.106	1.0	1.000	42	0.065
2240000-276	|	25	25	356	|	205	9.403	|	0.122	1.147	1.147	25	0.07
2240000-277	|	40	40	612	|	382	9.403	|	0.105	0.985	0.985	40	0.065
2240000-278	|	24	24	253	|	158	9.403	|	0.152	1.428	1.428	24	0.095
2240000-279	|	32	32	355	|	238	9.403	|	0.134	1.264	1.264	32	0.09
2240000-280	|	100	100	1811	|	1260	9.403	|	0.079	0.746	0.746	100	0.055
2240000-281	|	30	30	506	|	340	9.403	|	0.088	0.83	0.830	30	0.059
2240000-282	|	178	178	2482	|	1748	9.403	|	0.102	0.957	0.957	178	0.072
2240000-283	|	54	54	836	|	608	9.403	|	0.089	0.835	0.835	54	0.065
2240000-284	|	109	109	1668	|	1154	9.403	|	0.094	0.888	0.888	109	0.065
2240000-285	|	29	29	436	|	299	9.403	|	0.097	0.912	0.912	29	0.067
2240000-286	|	82	82	1315	|	902	9.403	|	0.091	0.855	0.855	82	0.062
2240000-287	|	23	23	375	|	264	9.403	|	0.087	0.819	0.819	23	0.061
2240000-288	|	131	131	2114	|	1479	9.403	|	0.089	0.833	0.833	131	0.062
2240000-289	|	28	28	605	|	429	9.403	|	0.065	0.614	0.614	28	0.046
2240000-290	|	118	118	1616	|	1087	9.403	|	0.109	1.021	1.021	118	0.073
2240000-291	|	32	32	395	|	268	9.403	|	0.119	1.123	1.123	32	0.081
2240000-292	|	164	164	2450	|	1749	9.403	|	0.094	0.882	0.882	164	0.067
2240000-293	|	59	59	812	|	564	9.403	|	0.105	0.984	0.984	59	0.073
2240000-294	|	151	151	2305	|	1660	9.403	|	0.091	0.855	0.855	151	0.066
2240000-295	|	54	54	765	|	526	9.403	|	0.103	0.965	0.965	54	0.071
2240000-296	|	106	106	1890	|	1338	9.403	|	0.079	0.745	0.745	106	0.056
2240000-297	|	26	26	481	|	336	9.403	|	0.077	0.728	0.728	26	0.054
2240000-298	|	114	114	1659	|	1097	9.403	|	0.104	0.977	0.977	114	0.069
2240000-299	|	21	21	403	|	261	9.403	|	0.08	0.757	0.757	21	0.052
2240000-300	|	339	339	2874	|	1999	9.403	|	0.17	1.595	1.595	339	0.118
2240000-301	|	240	240	1069	|	727	9.403	|	0.33	3.104	3.104	240	0.225
2240000-302	|	316	316	2963	|	2045	9.403	|	0.155	1.453	1.453	316	0.107
2240000-303	|	207	207	1431	|	972	9.403	|	0.213	2.002	2.002	207	0.145
2240000-304	|	319	319	2992	|	2104	9.403	|	0.152	1.426	1.426	319	0.107
2240000-305	|	231	231	1227	|	844	9.403	|	0.274	2.573	2.573	231	0.188
2240000-306	|	298	298	2791	|	2020	9.403	|	0.148	1.387	1.387	298	0.107
2240000-307	|	196	196	1241	|	890	9.403	|	0.22	2.071	2.071	196	0.158
2240000-308	|	134	134	1950	|	1352	9.403	|	0.099	0.932	0.932	134	0.069
2240000-309	|	32	32	556	|	398	9.403	|	0.08	0.756	0.756	32	0.058
2240000-310	|	185	185	2303	|	1597	9.403	|	0.116	1.089	1.089	185	0.08
2240000-311	|	66	66	755	|	530	9.403	|	0.125	1.171	1.171	66	0.087
2240000-312	|	128	128	1804	|	1256	9.403	|	0.102	0.958	0.958	128	0.071
2240000-313	|	38	38	459	|	312	9.403	|	0.122	1.145	1.145	38	0.083
2240000-314	|	127	127	1716	|	1187	9.403	|	0.107	1.006	1.006	127	0.074
2240000-315	|	37	37	538	|	365	9.403	|	0.101	0.953	0.953	37	0.069
2240000-316	|	154	154	2098	|	1431	9.403	|	0.108	1.012	1.012	154	0.073
2240000-317	|	39	38	609	|	412	9.403	|	0.095	0.89	0.867	38	0.064
2240000-318	|	123	123	1860	|	1294	9.403	|	0.095	0.894	0.894	123	0.066
2240000-319	|	33	33	449	|	303	9.403	|	0.109	1.024	1.024	33	0.073
2240000-320	|	174	174	2106	|	1479	9.403	|	0.118	1.106	1.106	174	0.083
2240000-321	|	72	72	666	|	452	9.403	|	0.159	1.498	1.498	72	0.108
2240000-322	|	184	184	2301	|	1611	9.403	|	0.114	1.074	1.074	184	0.08
2240000-323	|	58	58	744	|	528	9.403	|	0.11	1.033	1.033	58	0.078
2240000-324	|	137	137	2025	|	1429	9.403	|	0.096	0.901	0.901	137	0.068
2240000-325	|	35	35	574	|	411	9.403	|	0.085	0.801	0.801	35	0.061
2240000-326	|	134	134	1855	|	1259	9.403	|	0.106	1.001	1.001	134	0.072
2240000-327	|	31	31	454	|	301	9.403	|	0.103	0.968	0.968	31	0.068
2240000-328	|	376	376	2806	|	1960	9.403	|	0.192	1.804	1.804	376	0.134
