pID	|	s(R)	Img	s(Q)	|	s(Qnq)	coff	|	PCA	BF	BFi	Img	std
2400004-54	|	146	146	811	|	432	3.547	|	0.338	1.199	1.199	146	0.18
2400004-55	|	147	147	717	|	367	3.547	|	0.401	1.421	1.421	147	0.205
2400004-56	|	47	47	282	|	125	3.547	|	0.376	1.334	1.334	47	0.167
2400004-57	|	30	30	192	|	95	3.547	|	0.316	1.12	1.120	30	0.156
2400004-58	|	44	44	282	|	135	3.547	|	0.326	1.156	1.156	44	0.156
2400004-59	|	43	43	233	|	120	3.547	|	0.358	1.271	1.271	43	0.185
2400004-60	|	31	31	222	|	95	3.547	|	0.326	1.157	1.157	31	0.14
2400004-61	|	18	18	149	|	65	3.547	|	0.277	0.982	0.982	18	0.121
2400004-62	|	48	48	275	|	125	3.547	|	0.384	1.362	1.362	48	0.175
2400004-63	|	29	29	167	|	72	3.547	|	0.403	1.429	1.429	29	0.174
2400004-64	|	32	32	233	|	101	3.547	|	0.317	1.124	1.124	32	0.137
2400004-65	|	18	18	133	|	59	3.547	|	0.305	1.082	1.082	18	0.135
2400004-66	|	56	56	230	|	106	3.547	|	0.528	1.874	1.874	56	0.243
2400004-67	|	51	51	203	|	99	3.547	|	0.515	1.827	1.827	51	0.251
2400004-68	|	50	50	232	|	97	3.547	|	0.515	1.828	1.828	50	0.216
2400004-69	|	32	32	136	|	55	3.547	|	0.582	2.064	2.064	32	0.235
2400004-70	|	38	38	224	|	107	3.547	|	0.355	1.26	1.260	38	0.17
2400004-71	|	22	22	122	|	58	3.547	|	0.379	1.345	1.345	22	0.18
2400004-72	|	30	30	237	|	102	3.547	|	0.294	1.043	1.043	30	0.127
2400004-73	|	25	25	148	|	69	3.547	|	0.362	1.285	1.285	25	0.169
2400004-74	|	77	77	455	|	215	3.547	|	0.358	1.27	1.270	77	0.169
2400004-75	|	175	175	803	|	388	3.547	|	0.451	1.6	1.600	175	0.218
2400004-76	|	78	78	444	|	199	3.547	|	0.392	1.39	1.390	78	0.176
2400004-77	|	136	136	648	|	285	3.547	|	0.477	1.693	1.693	136	0.21
2400004-78	|	78	78	487	|	215	3.547	|	0.363	1.287	1.287	78	0.16
2400004-79	|	134	134	730	|	329	3.547	|	0.407	1.445	1.445	134	0.184
2400004-80	|	84	84	448	|	197	3.547	|	0.426	1.512	1.512	84	0.188
2400004-81	|	151	151	719	|	333	3.547	|	0.453	1.608	1.608	151	0.21
2400004-82	|	54	54	282	|	130	3.547	|	0.415	1.473	1.473	54	0.191
2400004-83	|	83	83	341	|	160	3.547	|	0.519	1.84	1.840	83	0.243
2400004-84	|	12	11	302	|	104	3.547	|	0.115	0.409	0.375	11	0.04
2400004-85	|	10	9	139	|	48	3.547	|	0.208	0.739	0.665	9	0.072
2400004-86	|	21	21	306	|	96	3.547	|	0.219	0.776	0.776	21	0.069
2400004-87	|	14	13	133	|	44	3.547	|	0.318	1.129	1.048	13	0.105
2400004-88	|	16	15	276	|	90	3.547	|	0.178	0.631	0.591	15	0.058
2400004-89	|	13	12	133	|	52	3.547	|	0.25	0.887	0.819	12	0.098
2400004-90	|	15	15	258	|	90	3.547	|	0.167	0.591	0.591	15	0.058
2400004-91	|	10	10	117	|	49	3.547	|	0.204	0.724	0.724	10	0.085
2400004-92	|	15	15	249	|	83	3.547	|	0.181	0.641	0.641	15	0.06
2400004-93	|	9	9	101	|	40	3.547	|	0.225	0.798	0.798	9	0.089
2400004-94	|	21	20	206	|	70	3.547	|	0.3	1.064	1.013	20	0.102
2400004-95	|	16	16	92	|	32	3.547	|	0.5	1.774	1.774	16	0.174
2400004-96	|	16	15	222	|	76	3.547	|	0.211	0.747	0.700	15	0.072
2400004-97	|	9	9	92	|	32	3.547	|	0.281	0.998	0.998	9	0.098
2400004-98	|	18	17	240	|	81	3.547	|	0.222	0.788	0.744	17	0.075
2400004-99	|	9	9	86	|	26	3.547	|	0.346	1.228	1.228	9	0.105
2400004-100	|	13	13	263	|	81	3.547	|	0.16	0.569	0.569	13	0.049
2400004-101	|	13	13	109	|	36	3.547	|	0.361	1.281	1.281	13	0.119
2400004-102	|	31	30	576	|	191	3.547	|	0.162	0.576	0.557	30	0.054
2400004-103	|	57	56	594	|	215	3.547	|	0.265	0.94	0.924	56	0.096
2400004-104	|	30	29	581	|	182	3.547	|	0.165	0.585	0.565	29	0.052
2400004-105	|	42	42	591	|	199	3.547	|	0.211	0.749	0.749	42	0.071
2400004-106	|	28	28	593	|	206	3.547	|	0.136	0.482	0.482	28	0.047
2400004-107	|	40	40	596	|	206	3.547	|	0.194	0.689	0.689	40	0.067
2400004-108	|	29	28	555	|	186	3.547	|	0.156	0.553	0.534	28	0.052
2400004-109	|	44	43	527	|	190	3.547	|	0.232	0.821	0.803	43	0.083
2400004-110	|	14	14	315	|	105	3.547	|	0.133	0.473	0.473	14	0.044
2400004-111	|	17	17	196	|	76	3.547	|	0.224	0.793	0.793	17	0.087
2400004-112	|	50	50	295	|	139	3.547	|	0.36	1.276	1.276	50	0.169
2400004-113	|	31	31	193	|	92	3.547	|	0.337	1.195	1.195	31	0.161
2400004-114	|	77	76	351	|	159	3.547	|	0.484	1.718	1.696	76	0.219
2400004-115	|	70	70	271	|	114	3.547	|	0.614	2.178	2.178	70	0.258
2400004-116	|	57	56	279	|	130	3.547	|	0.438	1.555	1.528	56	0.204
2400004-117	|	26	25	147	|	67	3.547	|	0.388	1.377	1.324	25	0.177
2400004-118	|	35	35	193	|	81	3.547	|	0.432	1.533	1.533	35	0.181
2400004-119	|	21	21	122	|	52	3.547	|	0.404	1.433	1.433	21	0.172
2400004-120	|	41	40	255	|	112	3.547	|	0.366	1.299	1.267	40	0.161
2400004-121	|	18	18	129	|	60	3.547	|	0.3	1.064	1.064	18	0.14
2400004-122	|	76	75	290	|	137	3.547	|	0.555	1.968	1.942	75	0.262
2400004-123	|	65	65	236	|	111	3.547	|	0.586	2.077	2.077	65	0.275
2400004-124	|	70	70	288	|	134	3.547	|	0.522	1.853	1.853	70	0.243
2400004-125	|	58	58	181	|	79	3.547	|	0.734	2.604	2.604	58	0.32
2400004-126	|	56	55	274	|	125	3.547	|	0.448	1.589	1.561	55	0.204
2400004-127	|	34	33	143	|	64	3.547	|	0.531	1.884	1.829	33	0.238
2400004-128	|	53	52	267	|	120	3.547	|	0.442	1.567	1.537	52	0.199
2400004-129	|	27	27	140	|	57	3.547	|	0.474	1.68	1.680	27	0.193
2400004-130	|	127	126	599	|	290	3.547	|	0.438	1.553	1.541	126	0.212
2400004-131	|	247	247	1001	|	465	3.547	|	0.531	1.884	1.884	247	0.247
2400004-132	|	108	107	527	|	236	3.547	|	0.458	1.623	1.608	107	0.205
2400004-133	|	172	172	730	|	316	3.547	|	0.544	1.931	1.931	172	0.236
2400004-134	|	112	111	559	|	257	3.547	|	0.436	1.546	1.532	111	0.2
2400004-135	|	170	170	784	|	348	3.547	|	0.489	1.733	1.733	170	0.217
2400004-136	|	118	117	569	|	270	3.547	|	0.437	1.55	1.537	117	0.207
2400004-137	|	191	191	808	|	362	3.547	|	0.528	1.872	1.872	191	0.236
2400004-138	|	96	95	392	|	186	3.547	|	0.516	1.831	1.812	95	0.245
2400004-139	|	113	112	420	|	196	3.547	|	0.577	2.045	2.027	112	0.269
2400004-140	|	38	38	223	|	85	3.547	|	0.447	1.586	1.586	38	0.17
2400004-141	|	26	26	168	|	73	3.547	|	0.356	1.263	1.263	26	0.155
2400004-142	|	41	41	231	|	99	3.547	|	0.414	1.469	1.469	41	0.177
2400004-143	|	39	39	189	|	86	3.547	|	0.453	1.609	1.609	39	0.206
2400004-144	|	25	25	209	|	94	3.547	|	0.266	0.943	0.943	25	0.12
2400004-145	|	17	17	134	|	62	3.547	|	0.274	0.973	0.973	17	0.127
2400004-146	|	24	24	178	|	69	3.547	|	0.348	1.234	1.234	24	0.135
2400004-147	|	13	13	141	|	53	3.547	|	0.245	0.87	0.870	13	0.092
2400004-148	|	35	35	213	|	84	3.547	|	0.417	1.478	1.478	35	0.164
2400004-149	|	23	23	153	|	63	3.547	|	0.365	1.295	1.295	23	0.15
2400004-150	|	36	36	173	|	73	3.547	|	0.493	1.749	1.749	36	0.208
2400004-151	|	41	41	158	|	77	3.547	|	0.532	1.889	1.889	41	0.259
2400004-152	|	43	43	173	|	65	3.547	|	0.662	2.347	2.347	43	0.249
2400004-153	|	31	31	118	|	39	3.547	|	0.795	2.82	2.820	31	0.263
2400004-154	|	27	27	157	|	68	3.547	|	0.397	1.408	1.408	27	0.172
2400004-155	|	22	22	109	|	41	3.547	|	0.537	1.903	1.903	22	0.202
2400004-156	|	31	31	183	|	74	3.547	|	0.419	1.486	1.486	31	0.169
2400004-157	|	22	22	127	|	51	3.547	|	0.431	1.53	1.530	22	0.173
2400004-158	|	72	72	394	|	164	3.547	|	0.439	1.557	1.557	72	0.183
2400004-159	|	130	130	705	|	328	3.547	|	0.396	1.406	1.406	130	0.184
2400004-160	|	66	66	375	|	157	3.547	|	0.42	1.491	1.491	66	0.176
2400004-161	|	99	99	552	|	235	3.547	|	0.421	1.494	1.494	99	0.179
2400004-162	|	65	65	388	|	160	3.547	|	0.406	1.441	1.441	65	0.168
2400004-163	|	106	106	631	|	274	3.547	|	0.387	1.372	1.372	106	0.168
2400004-164	|	64	64	356	|	139	3.547	|	0.46	1.633	1.633	64	0.18
2400004-165	|	114	114	577	|	264	3.547	|	0.432	1.532	1.532	114	0.198
2400004-166	|	48	48	229	|	100	3.547	|	0.48	1.703	1.703	48	0.21
2400004-167	|	64	64	268	|	130	3.547	|	0.492	1.746	1.746	64	0.239
2400004-168	|	154	154	402	|	248	3.547	|	0.621	2.203	2.203	154	0.383
2400004-169	|	66	66	208	|	142	3.547	|	0.465	1.649	1.649	66	0.317
2400004-170	|	210	209	559	|	349	3.547	|	0.602	2.134	2.124	209	0.376
2400004-171	|	129	129	364	|	235	3.547	|	0.549	1.947	1.947	129	0.354
2400004-172	|	137	137	359	|	222	3.547	|	0.617	2.189	2.189	137	0.382
2400004-173	|	49	49	171	|	122	3.547	|	0.402	1.425	1.425	49	0.287
2400004-174	|	66	64	186	|	120	3.547	|	0.55	1.951	1.892	64	0.355
2400004-175	|	23	22	104	|	81	3.547	|	0.284	1.007	0.963	22	0.221
2400004-176	|	162	161	430	|	268	3.547	|	0.604	2.144	2.131	161	0.377
2400004-177	|	83	83	213	|	130	3.547	|	0.638	2.265	2.265	83	0.39
2400004-178	|	124	123	335	|	211	3.547	|	0.588	2.085	2.068	123	0.37
2400004-179	|	35	35	120	|	85	3.547	|	0.412	1.461	1.461	35	0.292
2400004-180	|	204	203	482	|	278	3.547	|	0.734	2.603	2.590	203	0.423
2400004-181	|	127	127	274	|	147	3.547	|	0.864	3.065	3.065	127	0.464
2400004-182	|	138	137	379	|	241	3.547	|	0.573	2.031	2.016	137	0.364
2400004-183	|	54	53	179	|	125	3.547	|	0.432	1.532	1.504	53	0.302
2400004-184	|	142	140	380	|	238	3.547	|	0.597	2.116	2.087	140	0.374
2400004-185	|	44	43	147	|	103	3.547	|	0.427	1.515	1.481	43	0.299
2400004-186	|	376	375	986	|	610	3.547	|	0.616	2.186	2.181	375	0.381
2400004-187	|	571	570	1053	|	672	3.547	|	0.85	3.014	3.009	570	0.542
2400004-188	|	320	319	820	|	500	3.547	|	0.64	2.27	2.263	319	0.39
2400004-189	|	357	356	954	|	597	3.547	|	0.598	2.121	2.115	356	0.374
2400004-190	|	313	312	830	|	517	3.547	|	0.605	2.148	2.141	312	0.377
2400004-191	|	371	371	1022	|	651	3.547	|	0.57	2.022	2.022	371	0.363
2400004-192	|	334	333	873	|	539	3.547	|	0.62	2.198	2.191	333	0.383
2400004-193	|	403	402	1122	|	719	3.547	|	0.561	1.988	1.983	402	0.359
2400004-194	|	272	269	726	|	454	3.547	|	0.599	2.125	2.102	269	0.375
2400004-195	|	269	266	724	|	455	3.547	|	0.591	2.097	2.074	266	0.372
2400004-196	|	155	155	340	|	185	3.547	|	0.838	2.972	2.972	155	0.456
2400004-197	|	78	78	179	|	101	3.547	|	0.772	2.739	2.739	78	0.436
2400004-198	|	201	201	410	|	209	3.547	|	0.962	3.411	3.411	201	0.49
2400004-199	|	139	139	255	|	116	3.547	|	1.198	4.25	4.250	139	0.545
2400004-200	|	150	150	312	|	162	3.547	|	0.926	3.284	3.284	150	0.481
2400004-201	|	68	67	144	|	76	3.547	|	0.895	3.174	3.127	67	0.472
2400004-202	|	82	81	194	|	112	3.547	|	0.732	2.597	2.565	81	0.423
2400004-203	|	38	38	109	|	71	3.547	|	0.535	1.898	1.898	38	0.349
2400004-204	|	173	173	346	|	173	3.547	|	1.0	3.547	3.547	173	0.5
2400004-205	|	95	94	202	|	107	3.547	|	0.888	3.149	3.116	94	0.47
2400004-206	|	140	140	295	|	155	3.547	|	0.903	3.204	3.204	140	0.475
2400004-207	|	44	44	108	|	64	3.547	|	0.688	2.439	2.439	44	0.407
2400004-208	|	223	222	436	|	213	3.547	|	1.047	3.714	3.697	222	0.511
2400004-209	|	174	173	307	|	133	3.547	|	1.308	4.641	4.614	173	0.567
2400004-210	|	147	146	323	|	176	3.547	|	0.835	2.963	2.943	146	0.455
2400004-211	|	76	75	185	|	109	3.547	|	0.697	2.473	2.441	75	0.411
2400004-212	|	133	133	287	|	154	3.547	|	0.864	3.063	3.063	133	0.463
2400004-213	|	59	59	136	|	77	3.547	|	0.766	2.718	2.718	59	0.434
2400004-214	|	378	377	771	|	393	3.547	|	0.962	3.412	3.403	377	0.49
2400004-215	|	605	604	1215	|	610	3.547	|	0.992	3.518	3.512	604	0.498
2400004-216	|	322	321	673	|	351	3.547	|	0.917	3.254	3.244	321	0.478
2400004-217	|	381	381	821	|	440	3.547	|	0.866	3.072	3.072	381	0.464
2400004-218	|	323	322	683	|	360	3.547	|	0.897	3.183	3.173	322	0.473
2400004-219	|	404	403	886	|	482	3.547	|	0.838	2.973	2.966	403	0.456
2400004-220	|	341	340	698	|	357	3.547	|	0.955	3.388	3.378	340	0.489
2400004-221	|	470	469	929	|	459	3.547	|	1.024	3.632	3.624	469	0.506
2400004-222	|	273	273	562	|	289	3.547	|	0.945	3.351	3.351	273	0.486
2400004-223	|	303	303	590	|	287	3.547	|	1.056	3.745	3.745	303	0.514
2400004-224	|	44	44	258	|	112	3.547	|	0.393	1.394	1.394	44	0.171
2400004-225	|	31	31	193	|	76	3.547	|	0.408	1.447	1.447	31	0.161
2400004-226	|	61	61	293	|	132	3.547	|	0.462	1.639	1.639	61	0.208
2400004-227	|	37	37	208	|	96	3.547	|	0.385	1.367	1.367	37	0.178
2400004-228	|	40	40	223	|	101	3.547	|	0.396	1.405	1.405	40	0.179
2400004-229	|	17	17	131	|	54	3.547	|	0.315	1.117	1.117	17	0.13
2400004-230	|	23	23	169	|	67	3.547	|	0.343	1.218	1.218	23	0.136
2400004-231	|	15	15	111	|	48	3.547	|	0.312	1.108	1.108	15	0.135
2400004-232	|	49	49	263	|	114	3.547	|	0.43	1.525	1.525	49	0.186
2400004-233	|	35	35	168	|	66	3.547	|	0.53	1.881	1.881	35	0.208
2400004-234	|	39	39	211	|	98	3.547	|	0.398	1.412	1.412	39	0.185
2400004-235	|	10	10	96	|	44	3.547	|	0.227	0.806	0.806	10	0.104
2400004-236	|	55	55	240	|	102	3.547	|	0.539	1.913	1.913	55	0.229
2400004-237	|	52	52	201	|	80	3.547	|	0.65	2.306	2.306	52	0.259
2400004-238	|	49	49	246	|	109	3.547	|	0.45	1.595	1.595	49	0.199
2400004-239	|	40	40	163	|	68	3.547	|	0.588	2.087	2.087	40	0.245
2400004-240	|	42	42	237	|	112	3.547	|	0.375	1.33	1.330	42	0.177
2400004-241	|	13	13	104	|	46	3.547	|	0.283	1.002	1.002	13	0.125
2400004-242	|	88	88	485	|	227	3.547	|	0.388	1.375	1.375	88	0.181
2400004-243	|	183	183	863	|	389	3.547	|	0.47	1.669	1.669	183	0.212
2400004-244	|	86	86	449	|	190	3.547	|	0.453	1.606	1.606	86	0.192
2400004-245	|	147	147	675	|	267	3.547	|	0.551	1.953	1.953	147	0.218
2400004-246	|	83	83	450	|	198	3.547	|	0.419	1.487	1.487	83	0.184
2400004-247	|	141	141	717	|	289	3.547	|	0.488	1.731	1.731	141	0.197
2400004-248	|	94	94	471	|	216	3.547	|	0.435	1.544	1.544	94	0.2
2400004-249	|	149	149	719	|	307	3.547	|	0.485	1.722	1.722	149	0.207
2400004-250	|	60	60	310	|	148	3.547	|	0.405	1.438	1.438	60	0.194
2400004-251	|	92	92	403	|	174	3.547	|	0.529	1.876	1.876	92	0.228
2400004-252	|	38	38	203	|	87	3.547	|	0.437	1.549	1.549	38	0.187
2400004-253	|	27	27	154	|	70	3.547	|	0.386	1.368	1.368	27	0.175
2400004-254	|	48	47	230	|	96	3.547	|	0.5	1.774	1.737	47	0.209
2400004-255	|	41	41	188	|	87	3.547	|	0.471	1.672	1.672	41	0.218
2400004-256	|	34	34	180	|	76	3.547	|	0.447	1.587	1.587	34	0.189
2400004-257	|	22	22	127	|	57	3.547	|	0.386	1.369	1.369	22	0.173
2400004-258	|	19	19	152	|	66	3.547	|	0.288	1.021	1.021	19	0.125
2400004-259	|	15	15	104	|	44	3.547	|	0.341	1.209	1.209	15	0.144
2400004-260	|	41	40	204	|	87	3.547	|	0.471	1.672	1.631	40	0.201
2400004-261	|	27	26	144	|	55	3.547	|	0.491	1.741	1.677	26	0.188
2400004-262	|	40	40	176	|	75	3.547	|	0.533	1.892	1.892	40	0.227
2400004-263	|	18	17	116	|	54	3.547	|	0.333	1.182	1.117	17	0.155
2400004-264	|	38	38	194	|	84	3.547	|	0.452	1.605	1.605	38	0.196
2400004-265	|	37	37	165	|	83	3.547	|	0.446	1.581	1.581	37	0.224
2400004-266	|	39	39	174	|	71	3.547	|	0.549	1.948	1.948	39	0.224
2400004-267	|	24	24	123	|	49	3.547	|	0.49	1.737	1.737	24	0.195
2400004-268	|	37	37	176	|	78	3.547	|	0.474	1.683	1.683	37	0.21
2400004-269	|	22	22	114	|	47	3.547	|	0.468	1.66	1.660	22	0.193
2400004-270	|	68	68	380	|	172	3.547	|	0.395	1.402	1.402	68	0.179
2400004-271	|	147	147	741	|	352	3.547	|	0.418	1.481	1.481	147	0.198
2400004-272	|	70	70	378	|	159	3.547	|	0.44	1.562	1.562	70	0.185
2400004-273	|	107	107	583	|	246	3.547	|	0.435	1.543	1.543	107	0.184
2400004-274	|	76	76	384	|	167	3.547	|	0.455	1.614	1.614	76	0.198
2400004-275	|	120	120	643	|	294	3.547	|	0.408	1.448	1.448	120	0.187
2400004-276	|	77	77	379	|	162	3.547	|	0.475	1.686	1.686	77	0.203
2400004-277	|	117	117	619	|	296	3.547	|	0.395	1.402	1.402	117	0.189
2400004-278	|	53	52	235	|	105	3.547	|	0.505	1.79	1.757	52	0.226
2400004-279	|	68	67	243	|	107	3.547	|	0.636	2.254	2.221	67	0.28
2400004-280	|	705	703	2464	|	1759	3.547	|	0.401	1.422	1.418	703	0.286
2400004-281	|	192	190	684	|	492	3.547	|	0.39	1.384	1.370	190	0.281
2400004-282	|	959	958	3290	|	2362	3.547	|	0.406	1.44	1.439	958	0.291
2400004-283	|	355	355	1308	|	953	3.547	|	0.373	1.321	1.321	355	0.271
2400004-284	|	657	657	2270	|	1613	3.547	|	0.407	1.445	1.445	657	0.289
2400004-285	|	163	163	573	|	410	3.547	|	0.398	1.41	1.410	163	0.284
2400004-286	|	418	416	1473	|	1055	3.547	|	0.396	1.405	1.399	416	0.284
2400004-287	|	112	111	434	|	322	3.547	|	0.348	1.234	1.223	111	0.258
2400004-288	|	790	790	2633	|	1843	3.547	|	0.429	1.52	1.520	790	0.3
2400004-289	|	230	230	736	|	506	3.547	|	0.455	1.612	1.612	230	0.312
2400004-290	|	619	618	2086	|	1467	3.547	|	0.422	1.497	1.494	618	0.297
2400004-291	|	128	128	457	|	329	3.547	|	0.389	1.38	1.380	128	0.28
2400004-292	|	1056	1055	3163	|	2192	3.547	|	0.482	1.709	1.707	1055	0.334
2400004-293	|	464	463	1393	|	929	3.547	|	0.499	1.772	1.768	463	0.333
2400004-294	|	971	970	3029	|	2058	3.547	|	0.472	1.674	1.672	970	0.321
2400004-295	|	358	358	1038	|	680	3.547	|	0.526	1.867	1.867	358	0.345
2400004-296	|	701	700	2413	|	1712	3.547	|	0.409	1.452	1.450	700	0.291
2400004-297	|	179	178	642	|	463	3.547	|	0.387	1.371	1.364	178	0.279
2400004-298	|	650	649	2153	|	1503	3.547	|	0.432	1.534	1.532	649	0.302
2400004-299	|	151	151	515	|	364	3.547	|	0.415	1.471	1.471	151	0.293
2400004-300	|	1573	1572	2896	|	2025	3.547	|	0.777	2.755	2.754	1572	0.543
2400004-301	|	1006	1005	1806	|	1284	3.547	|	0.783	2.779	2.776	1005	0.557
2400004-302	|	1645	1644	2929	|	2046	3.547	|	0.804	2.852	2.850	1644	0.562
2400004-303	|	1121	1120	1743	|	1209	3.547	|	0.927	3.289	3.286	1120	0.643
2400004-304	|	1714	1713	2952	|	2079	3.547	|	0.824	2.924	2.923	1713	0.581
2400004-305	|	1156	1155	1726	|	1207	3.547	|	0.958	3.397	3.394	1155	0.67
2400004-306	|	1327	1325	2933	|	2065	3.547	|	0.643	2.279	2.276	1325	0.452
2400004-307	|	748	748	2161	|	1560	3.547	|	0.479	1.701	1.701	748	0.346
2400004-308	|	269	269	1595	|	703	3.547	|	0.383	1.357	1.357	269	0.169
2400004-309	|	99	98	517	|	218	3.547	|	0.454	1.611	1.595	98	0.191
2400004-310	|	341	341	1833	|	826	3.547	|	0.413	1.464	1.464	341	0.186
2400004-311	|	118	118	691	|	325	3.547	|	0.363	1.288	1.288	118	0.171
2400004-312	|	253	253	1511	|	663	3.547	|	0.382	1.354	1.354	253	0.167
2400004-313	|	58	58	429	|	202	3.547	|	0.287	1.018	1.018	58	0.135
2400004-314	|	162	162	1293	|	519	3.547	|	0.312	1.107	1.107	162	0.125
2400004-315	|	48	48	481	|	185	3.547	|	0.259	0.92	0.920	48	0.1
2400004-316	|	296	296	1606	|	690	3.547	|	0.429	1.522	1.522	296	0.184
2400004-317	|	104	104	530	|	226	3.547	|	0.46	1.632	1.632	104	0.196
2400004-318	|	249	249	1410	|	616	3.547	|	0.404	1.434	1.434	249	0.177
2400004-319	|	63	63	384	|	179	3.547	|	0.352	1.248	1.248	63	0.164
2400004-320	|	369	369	1835	|	816	3.547	|	0.452	1.604	1.604	369	0.201
2400004-321	|	189	189	718	|	308	3.547	|	0.614	2.177	2.177	189	0.263
2400004-322	|	324	324	1751	|	780	3.547	|	0.415	1.473	1.473	324	0.185
2400004-323	|	128	128	615	|	291	3.547	|	0.44	1.56	1.560	128	0.208
2400004-324	|	275	275	1618	|	711	3.547	|	0.387	1.372	1.372	275	0.17
2400004-325	|	78	78	497	|	223	3.547	|	0.35	1.241	1.241	78	0.157
2400004-326	|	242	242	1468	|	640	3.547	|	0.378	1.341	1.341	242	0.165
2400004-327	|	57	57	380	|	180	3.547	|	0.317	1.123	1.123	57	0.15
