pID	|	s(R)	Img	s(Q)	|	s(Qnq)	coff	|	PCA	BF	BFi	Img	std
2370005-329	|	971	970	1110	|	762	3.811	|	1.274	4.857	4.852	970	0.875
2370005-330	|	1030	1030	3013	|	2124	3.811	|	0.485	1.848	1.848	1030	0.342
2370005-331	|	815	814	1603	|	1127	3.811	|	0.723	2.756	2.753	814	0.508
2370005-332	|	1007	1007	3063	|	2176	3.811	|	0.463	1.764	1.764	1007	0.329
2370005-333	|	807	807	1745	|	1215	3.811	|	0.664	2.531	2.531	807	0.462
2370005-334	|	709	709	2461	|	1752	3.811	|	0.405	1.542	1.542	709	0.288
2370005-335	|	437	437	1514	|	1077	3.811	|	0.406	1.546	1.546	437	0.289
2370005-336	|	232	232	1816	|	694	3.811	|	0.334	1.274	1.274	232	0.128
2370005-337	|	73	73	561	|	210	3.811	|	0.348	1.325	1.325	73	0.13
2370005-338	|	257	257	2136	|	805	3.811	|	0.319	1.217	1.217	257	0.12
2370005-339	|	95	95	805	|	300	3.811	|	0.317	1.207	1.207	95	0.118
2370005-340	|	215	215	1720	|	637	3.811	|	0.338	1.286	1.286	215	0.125
2370005-341	|	53	53	437	|	174	3.811	|	0.305	1.161	1.161	53	0.121
2370005-342	|	178	178	1393	|	555	3.811	|	0.321	1.222	1.222	178	0.128
2370005-343	|	50	50	443	|	175	3.811	|	0.286	1.089	1.089	50	0.113
2370005-344	|	240	240	1836	|	673	3.811	|	0.357	1.359	1.359	240	0.131
2370005-345	|	67	67	547	|	215	3.811	|	0.312	1.188	1.188	67	0.122
2370005-346	|	189	189	1521	|	584	3.811	|	0.324	1.233	1.233	189	0.124
2370005-347	|	47	47	376	|	148	3.811	|	0.318	1.21	1.210	47	0.125
2370005-348	|	263	263	2035	|	741	3.811	|	0.355	1.353	1.353	263	0.129
2370005-349	|	109	109	782	|	279	3.811	|	0.391	1.489	1.489	109	0.139
2370005-350	|	255	255	1882	|	674	3.811	|	0.378	1.442	1.442	255	0.135
2370005-351	|	99	99	645	|	241	3.811	|	0.411	1.566	1.566	99	0.153
2370005-352	|	212	212	1658	|	622	3.811	|	0.341	1.299	1.299	212	0.128
2370005-353	|	76	76	516	|	194	3.811	|	0.392	1.493	1.493	76	0.147
2370005-354	|	193	193	1651	|	631	3.811	|	0.306	1.166	1.166	193	0.117
2370005-355	|	38	38	445	|	177	3.811	|	0.215	0.818	0.818	38	0.085
2370005-356	|	534	534	2940	|	1088	3.811	|	0.491	1.871	1.871	534	0.182
2370005-357	|	467	467	1041	|	375	3.811	|	1.245	4.746	4.746	467	0.449
2370005-358	|	493	493	3122	|	1155	3.811	|	0.427	1.627	1.627	493	0.158
2370005-359	|	377	377	1762	|	656	3.811	|	0.575	2.19	2.190	377	0.214
2370005-360	|	494	494	3046	|	1144	3.811	|	0.432	1.646	1.646	494	0.162
2370005-361	|	373	373	1354	|	527	3.811	|	0.708	2.698	2.698	373	0.275
2370005-362	|	346	346	2691	|	993	3.811	|	0.348	1.328	1.328	346	0.129
2370005-363	|	207	207	1576	|	573	3.811	|	0.361	1.377	1.377	207	0.131
2370005-364	|	227	227	1741	|	702	3.811	|	0.323	1.232	1.232	227	0.13
2370005-365	|	73	73	563	|	228	3.811	|	0.32	1.22	1.220	73	0.13
2370005-366	|	291	291	2235	|	892	3.811	|	0.326	1.243	1.243	291	0.13
2370005-367	|	107	107	905	|	350	3.811	|	0.306	1.165	1.165	107	0.118
2370005-368	|	204	204	1619	|	660	3.811	|	0.309	1.178	1.178	204	0.126
2370005-369	|	51	51	477	|	211	3.811	|	0.242	0.921	0.921	51	0.107
2370005-370	|	157	157	1148	|	494	3.811	|	0.318	1.211	1.211	157	0.137
2370005-371	|	56	56	414	|	182	3.811	|	0.308	1.173	1.173	56	0.135
2370005-372	|	244	244	1821	|	720	3.811	|	0.339	1.292	1.292	244	0.134
2370005-373	|	63	63	572	|	229	3.811	|	0.275	1.049	1.049	63	0.11
2370005-374	|	190	190	1449	|	591	3.811	|	0.321	1.225	1.225	190	0.131
2370005-375	|	45	45	375	|	151	3.811	|	0.298	1.136	1.136	45	0.12
2370005-376	|	292	292	2240	|	893	3.811	|	0.327	1.246	1.246	292	0.13
2370005-377	|	120	120	918	|	353	3.811	|	0.34	1.296	1.296	120	0.131
2370005-378	|	269	269	1982	|	767	3.811	|	0.351	1.337	1.337	269	0.136
2370005-379	|	105	105	741	|	290	3.811	|	0.362	1.38	1.380	105	0.142
2370005-380	|	231	231	1738	|	683	3.811	|	0.338	1.289	1.289	231	0.133
2370005-381	|	78	78	547	|	220	3.811	|	0.355	1.351	1.351	78	0.143
2370005-382	|	209	209	1530	|	617	3.811	|	0.339	1.291	1.291	209	0.137
2370005-383	|	51	51	422	|	174	3.811	|	0.293	1.117	1.117	51	0.121
2370005-384	|	567	567	2905	|	1155	3.811	|	0.491	1.871	1.871	567	0.195
2370005-385	|	511	511	1041	|	402	3.811	|	1.271	4.845	4.845	511	0.491
2370005-386	|	499	499	2929	|	1204	3.811	|	0.414	1.58	1.580	499	0.17
2370005-387	|	382	382	1773	|	718	3.811	|	0.532	2.028	2.028	382	0.215
2370005-388	|	510	510	2971	|	1197	3.811	|	0.426	1.624	1.624	510	0.172
2370005-389	|	382	382	1632	|	642	3.811	|	0.595	2.268	2.268	382	0.234
2370005-390	|	412	411	2920	|	1136	3.811	|	0.363	1.382	1.379	411	0.141
2370005-391	|	246	246	1802	|	697	3.811	|	0.353	1.345	1.345	246	0.137
2370005-392	|	79	79	930	|	342	3.811	|	0.231	0.88	0.880	79	0.085
2370005-393	|	28	28	264	|	100	3.811	|	0.28	1.067	1.067	28	0.106
2370005-394	|	138	137	1617	|	577	3.811	|	0.239	0.912	0.905	137	0.085
2370005-395	|	64	64	718	|	253	3.811	|	0.253	0.964	0.964	64	0.089
2370005-396	|	87	86	931	|	328	3.811	|	0.265	1.011	0.999	86	0.093
2370005-397	|	23	22	237	|	88	3.811	|	0.261	0.996	0.953	22	0.097
2370005-398	|	48	48	490	|	179	3.811	|	0.268	1.022	1.022	48	0.098
2370005-399	|	14	14	165	|	67	3.811	|	0.209	0.796	0.796	14	0.085
2370005-400	|	115	115	1134	|	400	3.811	|	0.287	1.096	1.096	115	0.101
2370005-401	|	32	31	327	|	115	3.811	|	0.278	1.061	1.027	31	0.098
2370005-402	|	73	72	830	|	288	3.811	|	0.253	0.966	0.953	72	0.088
2370005-403	|	13	13	181	|	63	3.811	|	0.206	0.786	0.786	13	0.072
2370005-404	|	133	133	1556	|	534	3.811	|	0.249	0.949	0.949	133	0.085
2370005-405	|	56	56	650	|	248	3.811	|	0.226	0.861	0.861	56	0.086
2370005-406	|	134	134	1392	|	499	3.811	|	0.269	1.023	1.023	134	0.096
2370005-407	|	47	47	506	|	204	3.811	|	0.23	0.878	0.878	47	0.093
2370005-408	|	94	93	1063	|	380	3.811	|	0.247	0.943	0.933	93	0.088
2370005-409	|	35	35	307	|	118	3.811	|	0.297	1.13	1.130	35	0.114
2370005-410	|	80	79	775	|	274	3.811	|	0.292	1.113	1.099	79	0.103
2370005-411	|	16	16	173	|	61	3.811	|	0.262	1.0	1.000	16	0.092
2370005-412	|	267	267	2743	|	951	3.811	|	0.281	1.07	1.070	267	0.097
2370005-413	|	249	249	1182	|	394	3.811	|	0.632	2.409	2.409	249	0.211
2370005-414	|	210	210	2366	|	851	3.811	|	0.247	0.941	0.941	210	0.089
2370005-415	|	158	158	1714	|	642	3.811	|	0.246	0.938	0.938	158	0.092
2370005-416	|	223	223	2513	|	874	3.811	|	0.255	0.972	0.972	223	0.089
2370005-417	|	170	170	1883	|	692	3.811	|	0.246	0.936	0.936	170	0.09
2370005-418	|	251	251	2685	|	944	3.811	|	0.266	1.013	1.013	251	0.093
2370005-419	|	189	189	2089	|	789	3.811	|	0.24	0.913	0.913	189	0.09
