pID	|	s(R)	Img	s(Q)	|	s(Qnq)	coff	|	PCA	BF	BFi	Img	std
2240000-128	|	12	12	267	|	155	9.823	|	0.077	0.76	0.760	12	0.045
2240000-129	|	6	6	140	|	79	9.823	|	0.076	0.746	0.746	6	0.043
2240000-130	|	33	33	599	|	378	9.823	|	0.087	0.858	0.858	33	0.055
2240000-131	|	46	46	1001	|	651	9.823	|	0.071	0.694	0.694	46	0.046
2240000-132	|	29	29	527	|	321	9.823	|	0.09	0.887	0.887	29	0.055
2240000-133	|	35	35	730	|	420	9.823	|	0.083	0.819	0.819	35	0.048
2240000-134	|	32	32	559	|	344	9.823	|	0.093	0.914	0.914	32	0.057
2240000-135	|	36	36	784	|	475	9.823	|	0.076	0.744	0.744	36	0.046
2240000-136	|	30	30	569	|	357	9.823	|	0.084	0.825	0.825	30	0.053
2240000-137	|	41	41	808	|	498	9.823	|	0.082	0.809	0.809	41	0.051
2240000-138	|	25	25	392	|	258	9.823	|	0.097	0.952	0.952	25	0.064
2240000-139	|	19	19	420	|	299	9.823	|	0.064	0.624	0.624	19	0.045
2240000-140	|	8	8	223	|	127	9.823	|	0.063	0.619	0.619	8	0.036
2240000-141	|	12	12	168	|	94	9.823	|	0.128	1.254	1.254	12	0.071
2240000-142	|	12	12	231	|	147	9.823	|	0.082	0.802	0.802	12	0.052
2240000-143	|	12	12	189	|	117	9.823	|	0.103	1.007	1.007	12	0.063
2240000-144	|	10	10	209	|	125	9.823	|	0.08	0.786	0.786	10	0.048
2240000-145	|	8	8	134	|	82	9.823	|	0.098	0.958	0.958	8	0.06
2240000-146	|	8	8	178	|	108	9.823	|	0.074	0.728	0.728	8	0.045
2240000-147	|	7	7	141	|	71	9.823	|	0.099	0.968	0.968	7	0.05
2240000-148	|	9	9	213	|	114	9.823	|	0.079	0.775	0.775	9	0.042
2240000-149	|	7	7	153	|	88	9.823	|	0.08	0.781	0.781	7	0.046
2240000-150	|	8	8	173	|	109	9.823	|	0.073	0.721	0.721	8	0.046
2240000-151	|	9	9	158	|	101	9.823	|	0.089	0.875	0.875	9	0.057
2240000-152	|	8	8	173	|	103	9.823	|	0.078	0.763	0.763	8	0.046
2240000-153	|	9	9	118	|	67	9.823	|	0.134	1.319	1.319	9	0.076
2240000-154	|	7	7	157	|	92	9.823	|	0.076	0.747	0.747	7	0.045
2240000-155	|	7	7	109	|	63	9.823	|	0.111	1.091	1.091	7	0.064
2240000-156	|	10	10	183	|	100	9.823	|	0.1	0.982	0.982	10	0.055
2240000-157	|	5	5	127	|	70	9.823	|	0.071	0.702	0.702	5	0.039
2240000-158	|	16	16	394	|	247	9.823	|	0.065	0.636	0.636	16	0.041
2240000-159	|	39	39	705	|	432	9.823	|	0.09	0.887	0.887	39	0.055
2240000-160	|	17	17	375	|	226	9.823	|	0.075	0.739	0.739	17	0.045
2240000-161	|	24	24	552	|	324	9.823	|	0.074	0.728	0.728	24	0.043
2240000-162	|	18	18	388	|	233	9.823	|	0.077	0.759	0.759	18	0.046
2240000-163	|	29	29	631	|	380	9.823	|	0.076	0.75	0.750	29	0.046
2240000-164	|	15	15	356	|	210	9.823	|	0.071	0.702	0.702	15	0.042
2240000-165	|	26	26	577	|	351	9.823	|	0.074	0.728	0.728	26	0.045
2240000-166	|	15	15	229	|	137	9.823	|	0.109	1.075	1.075	15	0.066
2240000-167	|	17	17	268	|	172	9.823	|	0.099	0.971	0.971	17	0.063
2240000-168	|	20	19	402	|	264	9.823	|	0.076	0.744	0.707	19	0.05
2240000-169	|	10	10	208	|	138	9.823	|	0.072	0.712	0.712	10	0.048
2240000-170	|	42	41	559	|	385	9.823	|	0.109	1.072	1.046	41	0.075
2240000-171	|	28	28	364	|	253	9.823	|	0.111	1.087	1.087	28	0.077
2240000-172	|	28	28	359	|	232	9.823	|	0.121	1.185	1.185	28	0.078
2240000-173	|	14	14	171	|	112	9.823	|	0.125	1.228	1.228	14	0.082
2240000-174	|	7	7	186	|	119	9.823	|	0.059	0.578	0.578	7	0.038
2240000-175	|	5	5	104	|	68	9.823	|	0.074	0.722	0.722	5	0.048
2240000-176	|	24	24	430	|	290	9.823	|	0.083	0.813	0.813	24	0.056
2240000-177	|	14	14	213	|	134	9.823	|	0.104	1.026	1.026	14	0.066
2240000-178	|	20	19	335	|	227	9.823	|	0.088	0.865	0.822	19	0.06
2240000-179	|	6	6	120	|	77	9.823	|	0.078	0.765	0.765	6	0.05
2240000-180	|	27	27	482	|	326	9.823	|	0.083	0.814	0.814	27	0.056
2240000-181	|	14	14	274	|	195	9.823	|	0.072	0.705	0.705	14	0.051
2240000-182	|	21	21	379	|	255	9.823	|	0.082	0.809	0.809	21	0.055
2240000-183	|	12	12	179	|	107	9.823	|	0.112	1.102	1.102	12	0.067
2240000-184	|	22	22	380	|	249	9.823	|	0.088	0.868	0.868	22	0.058
2240000-185	|	10	10	147	|	93	9.823	|	0.108	1.056	1.056	10	0.068
2240000-186	|	68	68	986	|	677	9.823	|	0.1	0.987	0.987	68	0.069
2240000-187	|	102	102	1053	|	699	9.823	|	0.146	1.433	1.433	102	0.097
2240000-188	|	54	54	820	|	554	9.823	|	0.097	0.957	0.957	54	0.066
2240000-189	|	61	61	954	|	618	9.823	|	0.099	0.97	0.970	61	0.064
2240000-190	|	57	57	830	|	566	9.823	|	0.101	0.989	0.989	57	0.069
2240000-191	|	57	57	1022	|	682	9.823	|	0.084	0.821	0.821	57	0.056
2240000-192	|	58	58	873	|	595	9.823	|	0.097	0.958	0.958	58	0.066
2240000-193	|	71	71	1122	|	755	9.823	|	0.094	0.924	0.924	71	0.063
2240000-194	|	50	50	726	|	520	9.823	|	0.096	0.944	0.944	50	0.069
2240000-195	|	50	50	724	|	538	9.823	|	0.093	0.913	0.913	50	0.069
2240000-196	|	19	19	340	|	227	9.823	|	0.084	0.822	0.822	19	0.056
2240000-197	|	12	12	179	|	104	9.823	|	0.115	1.133	1.133	12	0.067
2240000-198	|	27	27	410	|	267	9.823	|	0.101	0.993	0.993	27	0.066
2240000-199	|	24	24	255	|	172	9.823	|	0.14	1.371	1.371	24	0.094
2240000-200	|	18	18	312	|	197	9.823	|	0.091	0.898	0.898	18	0.058
2240000-201	|	5	5	144	|	82	9.823	|	0.061	0.599	0.599	5	0.035
2240000-202	|	6	6	194	|	125	9.823	|	0.048	0.471	0.471	6	0.031
2240000-203	|	5	5	109	|	69	9.823	|	0.072	0.712	0.712	5	0.046
2240000-204	|	23	23	346	|	221	9.823	|	0.104	1.022	1.022	23	0.066
2240000-205	|	16	16	202	|	121	9.823	|	0.132	1.299	1.299	16	0.079
2240000-206	|	14	14	295	|	196	9.823	|	0.071	0.702	0.702	14	0.047
2240000-207	|	6	6	108	|	59	9.823	|	0.102	0.999	0.999	6	0.056
2240000-208	|	27	27	436	|	295	9.823	|	0.092	0.899	0.899	27	0.062
2240000-209	|	22	22	307	|	206	9.823	|	0.107	1.049	1.049	22	0.072
2240000-210	|	19	19	323	|	216	9.823	|	0.088	0.864	0.864	19	0.059
2240000-211	|	8	8	185	|	116	9.823	|	0.069	0.677	0.677	8	0.043
2240000-212	|	15	15	287	|	179	9.823	|	0.084	0.823	0.823	15	0.052
2240000-213	|	6	6	136	|	77	9.823	|	0.078	0.765	0.765	6	0.044
2240000-214	|	51	51	771	|	508	9.823	|	0.1	0.986	0.986	51	0.066
2240000-215	|	73	73	1215	|	831	9.823	|	0.088	0.863	0.863	73	0.06
2240000-216	|	43	43	673	|	440	9.823	|	0.098	0.96	0.960	43	0.064
2240000-217	|	48	48	821	|	538	9.823	|	0.089	0.876	0.876	48	0.058
2240000-218	|	44	44	683	|	444	9.823	|	0.099	0.973	0.973	44	0.064
2240000-219	|	45	45	886	|	585	9.823	|	0.077	0.756	0.756	45	0.051
2240000-220	|	48	48	698	|	461	9.823	|	0.104	1.023	1.023	48	0.069
2240000-221	|	52	52	929	|	628	9.823	|	0.083	0.813	0.813	52	0.056
2240000-222	|	36	36	562	|	386	9.823	|	0.093	0.916	0.916	36	0.064
2240000-223	|	40	40	590	|	418	9.823	|	0.096	0.94	0.940	40	0.068
2240000-224	|	13	13	258	|	158	9.823	|	0.082	0.808	0.808	13	0.05
2240000-225	|	14	14	193	|	109	9.823	|	0.128	1.262	1.262	14	0.073
2240000-226	|	12	12	293	|	193	9.823	|	0.062	0.611	0.611	12	0.041
2240000-227	|	14	14	208	|	134	9.823	|	0.104	1.026	1.026	14	0.067
2240000-228	|	8	8	223	|	140	9.823	|	0.057	0.561	0.561	8	0.036
2240000-229	|	5	5	131	|	82	9.823	|	0.061	0.599	0.599	5	0.038
2240000-230	|	7	7	169	|	99	9.823	|	0.071	0.695	0.695	7	0.041
2240000-231	|	4	4	111	|	73	9.823	|	0.055	0.538	0.538	4	0.036
2240000-232	|	12	12	263	|	169	9.823	|	0.071	0.697	0.697	12	0.046
2240000-233	|	8	8	168	|	106	9.823	|	0.075	0.741	0.741	8	0.048
2240000-234	|	12	12	211	|	126	9.823	|	0.095	0.935	0.935	12	0.057
2240000-235	|	1	1	96	|	66	9.823	|	0.015	0.149	0.149	1	0.01
2240000-236	|	19	19	240	|	146	9.823	|	0.13	1.278	1.278	19	0.079
2240000-237	|	12	12	201	|	131	9.823	|	0.092	0.9	0.900	12	0.06
2240000-238	|	14	14	246	|	157	9.823	|	0.089	0.876	0.876	14	0.057
2240000-239	|	12	12	163	|	98	9.823	|	0.122	1.203	1.203	12	0.074
2240000-240	|	11	11	237	|	149	9.823	|	0.074	0.725	0.725	11	0.046
2240000-241	|	3	3	104	|	57	9.823	|	0.053	0.517	0.517	3	0.029
2240000-242	|	27	27	485	|	320	9.823	|	0.084	0.829	0.829	27	0.056
2240000-243	|	57	57	863	|	577	9.823	|	0.099	0.97	0.970	57	0.066
2240000-244	|	25	25	449	|	279	9.823	|	0.09	0.88	0.880	25	0.056
2240000-245	|	41	41	675	|	422	9.823	|	0.097	0.954	0.954	41	0.061
2240000-246	|	23	23	450	|	279	9.823	|	0.082	0.81	0.810	23	0.051
2240000-247	|	41	41	717	|	440	9.823	|	0.093	0.915	0.915	41	0.057
2240000-248	|	25	25	471	|	302	9.823	|	0.083	0.813	0.813	25	0.053
2240000-249	|	40	40	719	|	470	9.823	|	0.085	0.836	0.836	40	0.056
2240000-250	|	15	15	310	|	205	9.823	|	0.073	0.719	0.719	15	0.048
2240000-251	|	28	28	403	|	276	9.823	|	0.101	0.997	0.997	28	0.069
2240000-252	|	10	10	203	|	111	9.823	|	0.09	0.885	0.885	10	0.049
2240000-253	|	9	9	154	|	85	9.823	|	0.106	1.04	1.040	9	0.058
2240000-254	|	15	15	230	|	129	9.823	|	0.116	1.142	1.142	15	0.065
2240000-255	|	12	12	188	|	116	9.823	|	0.103	1.016	1.016	12	0.064
2240000-256	|	9	9	180	|	103	9.823	|	0.087	0.858	0.858	9	0.05
2240000-257	|	9	9	127	|	76	9.823	|	0.118	1.163	1.163	9	0.071
2240000-258	|	7	7	152	|	80	9.823	|	0.087	0.859	0.859	7	0.046
2240000-259	|	2	2	104	|	56	9.823	|	0.036	0.351	0.351	2	0.019
2240000-260	|	12	12	204	|	111	9.823	|	0.108	1.062	1.062	12	0.059
2240000-261	|	6	6	144	|	85	9.823	|	0.071	0.693	0.693	6	0.042
2240000-262	|	10	10	176	|	100	9.823	|	0.1	0.982	0.982	10	0.057
2240000-263	|	6	5	116	|	63	9.823	|	0.095	0.935	0.780	5	0.052
2240000-264	|	9	9	194	|	110	9.823	|	0.082	0.804	0.804	9	0.046
2240000-265	|	6	5	165	|	92	9.823	|	0.065	0.641	0.534	5	0.036
2240000-266	|	9	9	174	|	99	9.823	|	0.091	0.893	0.893	9	0.052
2240000-267	|	6	6	123	|	69	9.823	|	0.087	0.854	0.854	6	0.049
2240000-268	|	9	9	176	|	103	9.823	|	0.087	0.858	0.858	9	0.051
2240000-269	|	4	4	114	|	71	9.823	|	0.056	0.553	0.553	4	0.035
2240000-270	|	21	21	380	|	224	9.823	|	0.094	0.921	0.921	21	0.055
2240000-271	|	42	42	741	|	443	9.823	|	0.095	0.931	0.931	42	0.057
2240000-272	|	18	18	378	|	220	9.823	|	0.082	0.804	0.804	18	0.048
2240000-273	|	35	35	583	|	339	9.823	|	0.103	1.014	1.014	35	0.06
2240000-274	|	22	22	384	|	221	9.823	|	0.1	0.978	0.978	22	0.057
2240000-275	|	29	29	643	|	370	9.823	|	0.078	0.77	0.770	29	0.045
2240000-276	|	19	19	379	|	216	9.823	|	0.088	0.864	0.864	19	0.05
2240000-277	|	36	36	619	|	358	9.823	|	0.101	0.988	0.988	36	0.058
2240000-278	|	14	14	235	|	143	9.823	|	0.098	0.962	0.962	14	0.06
2240000-279	|	15	15	243	|	155	9.823	|	0.097	0.951	0.951	15	0.062
2240000-280	|	135	135	2464	|	1681	9.823	|	0.08	0.789	0.789	135	0.055
2240000-281	|	37	37	684	|	457	9.823	|	0.081	0.795	0.795	37	0.054
2240000-282	|	214	214	3290	|	2348	9.823	|	0.091	0.895	0.895	214	0.065
2240000-283	|	87	87	1308	|	962	9.823	|	0.09	0.888	0.888	87	0.067
2240000-284	|	128	128	2270	|	1574	9.823	|	0.081	0.799	0.799	128	0.056
2240000-285	|	37	37	573	|	379	9.823	|	0.098	0.959	0.959	37	0.065
2240000-286	|	74	74	1473	|	986	9.823	|	0.075	0.737	0.737	74	0.05
2240000-287	|	22	22	434	|	281	9.823	|	0.078	0.769	0.769	22	0.051
2240000-288	|	171	171	2633	|	1785	9.823	|	0.096	0.941	0.941	171	0.065
2240000-289	|	50	50	736	|	482	9.823	|	0.104	1.019	1.019	50	0.068
2240000-290	|	121	121	2086	|	1452	9.823	|	0.083	0.819	0.819	121	0.058
2240000-291	|	26	26	457	|	293	9.823	|	0.089	0.872	0.872	26	0.057
2240000-292	|	241	241	3163	|	2229	9.823	|	0.108	1.062	1.062	241	0.076
2240000-293	|	108	108	1393	|	972	9.823	|	0.111	1.091	1.091	108	0.078
2240000-294	|	180	180	3029	|	2129	9.823	|	0.085	0.83	0.830	180	0.059
2240000-295	|	60	60	1038	|	730	9.823	|	0.082	0.807	0.807	60	0.058
2240000-296	|	156	156	2413	|	1642	9.823	|	0.095	0.933	0.933	156	0.065
2240000-297	|	37	37	642	|	431	9.823	|	0.086	0.843	0.843	37	0.058
2240000-298	|	124	124	2153	|	1442	9.823	|	0.086	0.845	0.845	124	0.058
2240000-299	|	31	31	515	|	321	9.823	|	0.097	0.949	0.949	31	0.06
2240000-300	|	331	331	2896	|	1997	9.823	|	0.166	1.628	1.628	331	0.114
2240000-301	|	197	197	1806	|	1195	9.823	|	0.165	1.619	1.619	197	0.109
2240000-302	|	340	340	2929	|	2020	9.823	|	0.168	1.653	1.653	340	0.116
2240000-303	|	230	230	1743	|	1150	9.823	|	0.2	1.965	1.965	230	0.132
2240000-304	|	373	373	2952	|	2056	9.823	|	0.181	1.782	1.782	373	0.126
2240000-305	|	245	245	1726	|	1163	9.823	|	0.211	2.069	2.069	245	0.142
2240000-306	|	315	315	2933	|	2118	9.823	|	0.149	1.461	1.461	315	0.107
2240000-307	|	176	176	2161	|	1599	9.823	|	0.11	1.081	1.081	176	0.081
2240000-308	|	95	95	1595	|	1031	9.823	|	0.092	0.905	0.905	95	0.06
2240000-309	|	36	36	517	|	327	9.823	|	0.11	1.081	1.081	36	0.07
2240000-310	|	118	118	1833	|	1235	9.823	|	0.096	0.939	0.939	118	0.064
2240000-311	|	47	47	691	|	467	9.823	|	0.101	0.989	0.989	47	0.068
2240000-312	|	89	89	1511	|	1011	9.823	|	0.088	0.865	0.865	89	0.059
2240000-313	|	21	21	429	|	281	9.823	|	0.075	0.734	0.734	21	0.049
2240000-314	|	70	70	1293	|	836	9.823	|	0.084	0.822	0.822	70	0.054
2240000-315	|	25	25	481	|	312	9.823	|	0.08	0.787	0.787	25	0.052
2240000-316	|	104	104	1606	|	1059	9.823	|	0.098	0.965	0.965	104	0.065
2240000-317	|	40	40	530	|	340	9.823	|	0.118	1.156	1.156	40	0.075
2240000-318	|	85	85	1410	|	907	9.823	|	0.094	0.921	0.921	85	0.06
2240000-319	|	21	21	384	|	246	9.823	|	0.085	0.839	0.839	21	0.055
2240000-320	|	121	121	1835	|	1242	9.823	|	0.097	0.957	0.957	121	0.066
2240000-321	|	52	52	718	|	479	9.823	|	0.109	1.066	1.066	52	0.072
2240000-322	|	121	121	1751	|	1161	9.823	|	0.104	1.024	1.024	121	0.069
2240000-323	|	47	47	615	|	399	9.823	|	0.118	1.157	1.157	47	0.076
2240000-324	|	102	102	1618	|	1053	9.823	|	0.097	0.951	0.951	102	0.063
2240000-325	|	34	34	497	|	329	9.823	|	0.103	1.015	1.015	34	0.068
2240000-326	|	85	85	1468	|	969	9.823	|	0.088	0.862	0.862	85	0.058
2240000-327	|	24	24	380	|	233	9.823	|	0.103	1.012	1.012	24	0.063
2240000-328	|	240	240	2882	|	1957	9.823	|	0.123	1.205	1.205	240	0.083
