pID	|	s(R)	Img	s(Q)	|	s(Qnq)	coff	|	PCA	BF	BFi	Img	std
2240000-329	|	211	211	1110	|	739	9.823	|	0.286	2.805	2.805	211	0.19
2240000-330	|	216	216	3013	|	2019	9.823	|	0.107	1.051	1.051	216	0.072
2240000-331	|	181	181	1603	|	1044	9.823	|	0.173	1.703	1.703	181	0.113
2240000-332	|	225	225	3063	|	2059	9.823	|	0.109	1.073	1.073	225	0.073
2240000-333	|	162	162	1745	|	1144	9.823	|	0.142	1.391	1.391	162	0.093
2240000-334	|	162	162	2461	|	1734	9.823	|	0.093	0.918	0.918	162	0.066
2240000-335	|	108	108	1514	|	1098	9.823	|	0.098	0.966	0.966	108	0.071
2240000-336	|	104	104	1816	|	1204	9.823	|	0.086	0.848	0.848	104	0.057
2240000-337	|	39	39	561	|	361	9.823	|	0.108	1.061	1.061	39	0.07
2240000-338	|	124	124	2136	|	1437	9.823	|	0.086	0.848	0.848	124	0.058
2240000-339	|	44	44	805	|	565	9.823	|	0.078	0.765	0.765	44	0.055
2240000-340	|	100	100	1720	|	1130	9.823	|	0.088	0.869	0.869	100	0.058
2240000-341	|	21	21	437	|	297	9.823	|	0.071	0.695	0.695	21	0.048
2240000-342	|	65	65	1393	|	907	9.823	|	0.072	0.704	0.704	65	0.047
2240000-343	|	22	22	443	|	277	9.823	|	0.079	0.78	0.780	22	0.05
2240000-344	|	101	101	1836	|	1247	9.823	|	0.081	0.796	0.796	101	0.055
2240000-345	|	29	29	547	|	361	9.823	|	0.08	0.789	0.789	29	0.053
2240000-346	|	88	88	1521	|	1003	9.823	|	0.088	0.862	0.862	88	0.058
2240000-347	|	20	20	376	|	243	9.823	|	0.082	0.808	0.808	20	0.053
2240000-348	|	125	125	2035	|	1394	9.823	|	0.09	0.881	0.881	125	0.061
2240000-349	|	55	55	782	|	519	9.823	|	0.106	1.041	1.041	55	0.07
2240000-350	|	116	116	1882	|	1289	9.823	|	0.09	0.884	0.884	116	0.062
2240000-351	|	42	42	645	|	434	9.823	|	0.097	0.951	0.951	42	0.065
2240000-352	|	91	91	1658	|	1098	9.823	|	0.083	0.814	0.814	91	0.055
2240000-353	|	30	30	516	|	351	9.823	|	0.085	0.84	0.840	30	0.058
2240000-354	|	91	91	1651	|	1090	9.823	|	0.083	0.82	0.820	91	0.055
2240000-355	|	24	24	445	|	275	9.823	|	0.087	0.857	0.857	24	0.054
2240000-356	|	240	240	2940	|	2017	9.823	|	0.119	1.169	1.169	240	0.082
2240000-357	|	220	220	1041	|	713	9.823	|	0.309	3.031	3.031	220	0.211
2240000-358	|	214	214	3122	|	2083	9.823	|	0.103	1.009	1.009	214	0.069
2240000-359	|	166	166	1762	|	1154	9.823	|	0.144	1.413	1.413	166	0.094
2240000-360	|	228	228	3046	|	2069	9.823	|	0.11	1.082	1.082	228	0.075
2240000-361	|	155	155	1354	|	908	9.823	|	0.171	1.677	1.677	155	0.114
2240000-362	|	174	174	2691	|	1886	9.823	|	0.092	0.906	0.906	174	0.065
2240000-363	|	95	95	1576	|	1175	9.823	|	0.081	0.794	0.794	95	0.06
2240000-364	|	99	99	1741	|	1120	9.823	|	0.088	0.868	0.868	99	0.057
2240000-365	|	31	31	563	|	343	9.823	|	0.09	0.888	0.888	31	0.055
2240000-366	|	145	145	2235	|	1492	9.823	|	0.097	0.955	0.955	145	0.065
2240000-367	|	49	49	905	|	638	9.823	|	0.077	0.754	0.754	49	0.054
2240000-368	|	103	103	1619	|	1052	9.823	|	0.098	0.962	0.962	103	0.064
2240000-369	|	36	36	477	|	304	9.823	|	0.118	1.163	1.163	36	0.075
2240000-370	|	58	58	1148	|	710	9.823	|	0.082	0.802	0.802	58	0.051
2240000-371	|	22	22	414	|	242	9.823	|	0.091	0.893	0.893	22	0.053
2240000-372	|	106	106	1821	|	1200	9.823	|	0.088	0.868	0.868	106	0.058
2240000-373	|	33	33	572	|	370	9.823	|	0.089	0.876	0.876	33	0.058
2240000-374	|	82	82	1449	|	919	9.823	|	0.089	0.876	0.876	82	0.057
2240000-375	|	17	17	375	|	220	9.823	|	0.077	0.759	0.759	17	0.045
2240000-376	|	132	132	2240	|	1490	9.823	|	0.089	0.87	0.870	132	0.059
2240000-377	|	45	44	918	|	616	9.823	|	0.073	0.718	0.702	44	0.049
2240000-378	|	133	133	1982	|	1296	9.823	|	0.103	1.008	1.008	133	0.067
2240000-379	|	53	53	741	|	472	9.823	|	0.112	1.103	1.103	53	0.072
2240000-380	|	113	113	1738	|	1098	9.823	|	0.103	1.011	1.011	113	0.065
2240000-381	|	37	37	547	|	342	9.823	|	0.108	1.063	1.063	37	0.068
2240000-382	|	96	96	1530	|	959	9.823	|	0.1	0.983	0.983	96	0.063
2240000-383	|	27	27	422	|	250	9.823	|	0.108	1.061	1.061	27	0.064
2240000-384	|	261	261	2905	|	1923	9.823	|	0.136	1.333	1.333	261	0.09
2240000-385	|	226	226	1041	|	647	9.823	|	0.349	3.431	3.431	226	0.217
2240000-386	|	230	230	2929	|	1876	9.823	|	0.123	1.204	1.204	230	0.079
2240000-387	|	161	161	1773	|	1107	9.823	|	0.145	1.429	1.429	161	0.091
2240000-388	|	244	244	2971	|	1908	9.823	|	0.128	1.256	1.256	244	0.082
2240000-389	|	171	171	1632	|	990	9.823	|	0.173	1.697	1.697	171	0.105
2240000-390	|	192	192	2920	|	2008	9.823	|	0.096	0.939	0.939	192	0.066
2240000-391	|	114	114	1802	|	1283	9.823	|	0.089	0.873	0.873	114	0.063
2240000-392	|	75	75	930	|	729	9.823	|	0.103	1.011	1.011	75	0.081
2240000-393	|	33	33	264	|	183	9.823	|	0.18	1.771	1.771	33	0.125
2240000-394	|	146	146	1617	|	1271	9.823	|	0.115	1.128	1.128	146	0.09
2240000-395	|	62	62	718	|	563	9.823	|	0.11	1.082	1.082	62	0.086
2240000-396	|	81	81	931	|	737	9.823	|	0.11	1.08	1.080	81	0.087
2240000-397	|	20	20	237	|	179	9.823	|	0.112	1.098	1.098	20	0.084
2240000-398	|	43	43	490	|	383	9.823	|	0.112	1.103	1.103	43	0.088
2240000-399	|	17	17	165	|	125	9.823	|	0.136	1.336	1.336	17	0.103
2240000-400	|	98	98	1134	|	886	9.823	|	0.111	1.086	1.086	98	0.086
2240000-401	|	33	33	327	|	241	9.823	|	0.137	1.345	1.345	33	0.101
2240000-402	|	65	65	830	|	639	9.823	|	0.102	0.999	0.999	65	0.078
2240000-403	|	14	14	181	|	136	9.823	|	0.103	1.011	1.011	14	0.077
2240000-404	|	127	127	1556	|	1226	9.823	|	0.104	1.018	1.018	127	0.082
2240000-405	|	53	53	650	|	510	9.823	|	0.104	1.021	1.021	53	0.082
2240000-406	|	106	106	1392	|	1095	9.823	|	0.097	0.951	0.951	106	0.076
2240000-407	|	36	36	506	|	388	9.823	|	0.093	0.911	0.911	36	0.071
2240000-408	|	87	87	1063	|	828	9.823	|	0.105	1.032	1.032	87	0.082
2240000-409	|	22	22	307	|	239	9.823	|	0.092	0.904	0.904	22	0.072
2240000-410	|	62	61	775	|	592	9.823	|	0.105	1.029	1.012	61	0.08
2240000-411	|	12	12	173	|	129	9.823	|	0.093	0.914	0.914	12	0.069
2240000-412	|	237	237	2743	|	2164	9.823	|	0.11	1.076	1.076	237	0.086
2240000-413	|	216	216	1182	|	921	9.823	|	0.235	2.304	2.304	216	0.183
2240000-414	|	179	179	2366	|	1858	9.823	|	0.096	0.946	0.946	179	0.076
2240000-415	|	136	136	1714	|	1309	9.823	|	0.104	1.021	1.021	136	0.079
2240000-416	|	197	197	2513	|	1976	9.823	|	0.1	0.979	0.979	197	0.078
2240000-417	|	125	125	1883	|	1458	9.823	|	0.086	0.842	0.842	125	0.066
2240000-418	|	205	205	2685	|	2122	9.823	|	0.097	0.949	0.949	205	0.076
2240000-419	|	152	152	2089	|	1634	9.823	|	0.093	0.914	0.914	152	0.073
