pID	|	s(R)	Img	s(Q)	|	s(Qnq)	coff	|	PCA	BF	BFi	Img	std
2340011-60	|	29	29	202	|	139	13.093	|	0.209	2.732	2.732	29	0.144
2340011-61	|	18	18	148	|	107	13.093	|	0.168	2.202	2.202	18	0.122
2340011-62	|	24	24	233	|	173	13.093	|	0.139	1.816	1.816	24	0.103
2340011-63	|	20	20	135	|	89	13.093	|	0.225	2.942	2.942	20	0.148
2340011-64	|	34	34	232	|	155	13.093	|	0.219	2.872	2.872	34	0.147
2340011-65	|	17	17	138	|	95	13.093	|	0.179	2.343	2.343	17	0.123
2340011-66	|	32	32	192	|	119	13.093	|	0.269	3.521	3.521	32	0.167
2340011-67	|	21	21	138	|	92	13.093	|	0.228	2.989	2.989	21	0.152
2340011-68	|	22	22	178	|	125	13.093	|	0.176	2.304	2.304	22	0.124
2340011-69	|	27	27	146	|	87	13.093	|	0.31	4.063	4.063	27	0.185
2340011-70	|	29	29	203	|	133	13.093	|	0.218	2.855	2.855	29	0.143
2340011-71	|	9	9	125	|	88	13.093	|	0.102	1.339	1.339	9	0.072
2340011-72	|	27	27	201	|	134	13.093	|	0.201	2.638	2.638	27	0.134
2340011-73	|	13	13	111	|	80	13.093	|	0.163	2.128	2.128	13	0.117
2340011-74	|	57	57	397	|	268	13.093	|	0.213	2.785	2.785	57	0.144
2340011-75	|	102	102	642	|	434	13.093	|	0.235	3.077	3.077	102	0.159
2340011-76	|	61	61	427	|	280	13.093	|	0.218	2.852	2.852	61	0.143
2340011-77	|	99	99	725	|	480	13.093	|	0.206	2.7	2.700	99	0.137
2340011-78	|	53	53	430	|	294	13.093	|	0.18	2.36	2.360	53	0.123
2340011-79	|	101	101	693	|	449	13.093	|	0.225	2.945	2.945	101	0.146
2340011-80	|	57	57	414	|	279	13.093	|	0.204	2.675	2.675	57	0.138
2340011-81	|	93	93	644	|	431	13.093	|	0.216	2.825	2.825	93	0.144
2340011-82	|	39	39	281	|	195	13.093	|	0.2	2.619	2.619	39	0.139
2340011-83	|	66	66	385	|	251	13.093	|	0.263	3.443	3.443	66	0.171
2340011-84	|	17	17	285	|	187	13.093	|	0.091	1.19	1.190	17	0.06
2340011-85	|	10	10	135	|	87	13.093	|	0.115	1.505	1.505	10	0.074
2340011-86	|	15	15	260	|	176	13.093	|	0.085	1.116	1.116	15	0.058
2340011-87	|	6	6	117	|	88	13.093	|	0.068	0.893	0.893	6	0.051
2340011-88	|	20	20	260	|	166	13.093	|	0.12	1.577	1.577	20	0.077
2340011-89	|	7	7	103	|	64	13.093	|	0.109	1.432	1.432	7	0.068
2340011-90	|	21	21	264	|	173	13.093	|	0.121	1.589	1.589	21	0.08
2340011-91	|	11	11	132	|	88	13.093	|	0.125	1.637	1.637	11	0.083
2340011-92	|	17	17	260	|	173	13.093	|	0.098	1.287	1.287	17	0.065
2340011-93	|	1	1	98	|	65	13.093	|	0.015	0.201	0.201	1	0.01
2340011-94	|	13	13	196	|	142	13.093	|	0.092	1.199	1.199	13	0.066
2340011-95	|	4	4	80	|	58	13.093	|	0.069	0.903	0.903	4	0.05
2340011-96	|	9	9	231	|	152	13.093	|	0.059	0.775	0.775	9	0.039
2340011-97	|	7	7	99	|	63	13.093	|	0.111	1.455	1.455	7	0.071
2340011-98	|	14	13	218	|	148	13.093	|	0.095	1.238	1.150	13	0.064
2340011-99	|	7	7	93	|	58	13.093	|	0.121	1.58	1.580	7	0.075
2340011-100	|	17	17	235	|	159	13.093	|	0.107	1.4	1.400	17	0.072
2340011-101	|	7	7	86	|	53	13.093	|	0.132	1.729	1.729	7	0.081
2340011-102	|	35	35	506	|	329	13.093	|	0.106	1.393	1.393	35	0.069
2340011-103	|	28	28	477	|	302	13.093	|	0.093	1.214	1.214	28	0.059
2340011-104	|	40	40	601	|	399	13.093	|	0.1	1.313	1.313	40	0.067
2340011-105	|	37	37	687	|	475	13.093	|	0.078	1.02	1.020	37	0.054
2340011-106	|	37	36	602	|	396	13.093	|	0.093	1.223	1.190	36	0.061
2340011-107	|	38	38	637	|	417	13.093	|	0.091	1.193	1.193	38	0.06
2340011-108	|	41	41	550	|	365	13.093	|	0.112	1.471	1.471	41	0.075
2340011-109	|	30	30	520	|	359	13.093	|	0.084	1.094	1.094	30	0.058
2340011-110	|	22	22	349	|	229	13.093	|	0.096	1.258	1.258	22	0.063
2340011-111	|	19	19	320	|	213	13.093	|	0.089	1.168	1.168	19	0.059
2340011-112	|	36	36	281	|	181	13.093	|	0.199	2.604	2.604	36	0.128
2340011-113	|	27	27	173	|	101	13.093	|	0.267	3.5	3.500	27	0.156
2340011-114	|	39	39	319	|	196	13.093	|	0.199	2.605	2.605	39	0.122
2340011-115	|	26	26	226	|	138	13.093	|	0.188	2.467	2.467	26	0.115
2340011-116	|	33	33	254	|	157	13.093	|	0.21	2.752	2.752	33	0.13
2340011-117	|	20	20	136	|	83	13.093	|	0.241	3.155	3.155	20	0.147
2340011-118	|	29	29	246	|	161	13.093	|	0.18	2.358	2.358	29	0.118
2340011-119	|	17	17	137	|	86	13.093	|	0.198	2.588	2.588	17	0.124
2340011-120	|	35	35	253	|	154	13.093	|	0.227	2.976	2.976	35	0.138
2340011-121	|	18	18	124	|	72	13.093	|	0.25	3.273	3.273	18	0.145
2340011-122	|	38	37	253	|	169	13.093	|	0.225	2.944	2.866	37	0.15
2340011-123	|	21	21	155	|	102	13.093	|	0.206	2.696	2.696	21	0.135
2340011-124	|	33	33	244	|	144	13.093	|	0.229	3.0	3.000	33	0.135
2340011-125	|	19	19	130	|	71	13.093	|	0.268	3.504	3.504	19	0.146
2340011-126	|	40	40	278	|	172	13.093	|	0.233	3.045	3.045	40	0.144
2340011-127	|	24	24	159	|	90	13.093	|	0.267	3.491	3.491	24	0.151
2340011-128	|	35	35	265	|	161	13.093	|	0.217	2.846	2.846	35	0.132
2340011-129	|	14	14	146	|	91	13.093	|	0.154	2.014	2.014	14	0.096
2340011-130	|	74	74	554	|	336	13.093	|	0.22	2.883	2.883	74	0.134
2340011-131	|	114	114	814	|	495	13.093	|	0.23	3.015	3.015	114	0.14
2340011-132	|	69	69	580	|	357	13.093	|	0.193	2.53	2.530	69	0.119
2340011-133	|	112	112	863	|	530	13.093	|	0.211	2.767	2.767	112	0.13
2340011-134	|	65	65	553	|	333	13.093	|	0.195	2.556	2.556	65	0.118
2340011-135	|	115	115	801	|	454	13.093	|	0.253	3.316	3.316	115	0.144
2340011-136	|	76	76	550	|	328	13.093	|	0.232	3.034	3.034	76	0.138
2340011-137	|	93	93	787	|	469	13.093	|	0.198	2.596	2.596	93	0.118
2340011-138	|	52	51	384	|	239	13.093	|	0.218	2.849	2.794	51	0.135
2340011-139	|	61	61	510	|	328	13.093	|	0.186	2.435	2.435	61	0.12
2340011-140	|	31	31	200	|	126	13.093	|	0.246	3.221	3.221	31	0.155
2340011-141	|	24	24	150	|	95	13.093	|	0.253	3.308	3.308	24	0.16
2340011-142	|	36	36	234	|	158	13.093	|	0.228	2.983	2.983	36	0.154
2340011-143	|	21	21	177	|	126	13.093	|	0.167	2.182	2.182	21	0.119
2340011-144	|	30	30	200	|	135	13.093	|	0.222	2.909	2.909	30	0.15
2340011-145	|	22	22	133	|	90	13.093	|	0.244	3.2	3.200	22	0.165
2340011-146	|	15	15	164	|	122	13.093	|	0.123	1.61	1.610	15	0.091
2340011-147	|	17	17	125	|	85	13.093	|	0.2	2.619	2.619	17	0.136
2340011-148	|	25	25	201	|	147	13.093	|	0.17	2.227	2.227	25	0.124
2340011-149	|	28	28	140	|	95	13.093	|	0.295	3.859	3.859	28	0.2
2340011-150	|	27	27	177	|	123	13.093	|	0.22	2.874	2.874	27	0.153
2340011-151	|	21	21	123	|	76	13.093	|	0.276	3.618	3.618	21	0.171
2340011-152	|	15	15	152	|	110	13.093	|	0.136	1.785	1.785	15	0.099
2340011-153	|	19	19	117	|	79	13.093	|	0.241	3.149	3.149	19	0.162
2340011-154	|	25	25	191	|	134	13.093	|	0.187	2.443	2.443	25	0.131
2340011-155	|	14	14	113	|	81	13.093	|	0.173	2.263	2.263	14	0.124
2340011-156	|	21	21	173	|	124	13.093	|	0.169	2.217	2.217	21	0.121
2340011-157	|	12	12	112	|	78	13.093	|	0.154	2.014	2.014	12	0.107
2340011-158	|	49	49	347	|	229	13.093	|	0.214	2.801	2.801	49	0.141
2340011-159	|	88	88	608	|	404	13.093	|	0.218	2.852	2.852	88	0.145
2340011-160	|	50	50	384	|	256	13.093	|	0.195	2.557	2.557	50	0.13
2340011-161	|	92	92	684	|	453	13.093	|	0.203	2.659	2.659	92	0.135
2340011-162	|	49	49	390	|	264	13.093	|	0.186	2.43	2.430	49	0.126
2340011-163	|	89	89	651	|	430	13.093	|	0.207	2.71	2.710	89	0.137
2340011-164	|	51	51	359	|	240	13.093	|	0.212	2.782	2.782	51	0.142
2340011-165	|	80	80	581	|	395	13.093	|	0.203	2.652	2.652	80	0.138
2340011-166	|	37	37	248	|	172	13.093	|	0.215	2.816	2.816	37	0.149
2340011-167	|	52	52	361	|	248	13.093	|	0.21	2.745	2.745	52	0.144
2340011-168	|	23	23	240	|	171	13.093	|	0.135	1.761	1.761	23	0.096
2340011-169	|	17	17	135	|	91	13.093	|	0.187	2.446	2.446	17	0.126
2340011-170	|	30	30	358	|	243	13.093	|	0.123	1.616	1.616	30	0.084
2340011-171	|	14	14	226	|	158	13.093	|	0.089	1.16	1.160	14	0.062
2340011-172	|	20	20	228	|	156	13.093	|	0.128	1.679	1.679	20	0.088
2340011-173	|	9	9	107	|	74	13.093	|	0.122	1.592	1.592	9	0.084
2340011-174	|	13	13	161	|	118	13.093	|	0.11	1.442	1.442	13	0.081
2340011-175	|	7	7	81	|	56	13.093	|	0.125	1.637	1.637	7	0.086
2340011-176	|	28	28	307	|	213	13.093	|	0.131	1.721	1.721	28	0.091
2340011-177	|	16	16	143	|	100	13.093	|	0.16	2.095	2.095	16	0.112
2340011-178	|	22	22	243	|	167	13.093	|	0.132	1.725	1.725	22	0.091
2340011-179	|	16	16	110	|	71	13.093	|	0.225	2.95	2.950	16	0.145
2340011-180	|	21	21	321	|	230	13.093	|	0.091	1.195	1.195	21	0.065
2340011-181	|	18	18	195	|	136	13.093	|	0.132	1.733	1.733	18	0.092
2340011-182	|	21	21	261	|	186	13.093	|	0.113	1.478	1.478	21	0.08
2340011-183	|	13	13	135	|	93	13.093	|	0.14	1.83	1.830	13	0.096
2340011-184	|	18	18	233	|	163	13.093	|	0.11	1.446	1.446	18	0.077
2340011-185	|	10	10	117	|	82	13.093	|	0.122	1.597	1.597	10	0.085
2340011-186	|	47	47	665	|	458	13.093	|	0.103	1.344	1.344	47	0.071
2340011-187	|	75	75	1010	|	690	13.093	|	0.109	1.423	1.423	75	0.074
2340011-188	|	41	41	601	|	409	13.093	|	0.1	1.312	1.312	41	0.068
2340011-189	|	76	76	872	|	591	13.093	|	0.129	1.684	1.684	76	0.087
2340011-190	|	43	43	584	|	403	13.093	|	0.107	1.397	1.397	43	0.074
2340011-191	|	64	64	792	|	550	13.093	|	0.116	1.523	1.523	64	0.081
2340011-192	|	45	45	647	|	443	13.093	|	0.102	1.33	1.330	45	0.07
2340011-193	|	65	65	931	|	642	13.093	|	0.101	1.326	1.326	65	0.07
2340011-194	|	38	38	537	|	382	13.093	|	0.099	1.302	1.302	38	0.071
2340011-195	|	55	55	695	|	489	13.093	|	0.112	1.473	1.473	55	0.079
2340011-196	|	19	19	235	|	169	13.093	|	0.112	1.472	1.472	19	0.081
2340011-197	|	13	13	117	|	74	13.093	|	0.176	2.3	2.300	13	0.111
2340011-198	|	23	23	303	|	216	13.093	|	0.106	1.394	1.394	23	0.076
2340011-199	|	18	18	183	|	131	13.093	|	0.137	1.799	1.799	18	0.098
2340011-200	|	13	13	212	|	140	13.093	|	0.093	1.216	1.216	13	0.061
2340011-201	|	10	10	113	|	70	13.093	|	0.143	1.87	1.870	10	0.088
2340011-202	|	18	18	197	|	135	13.093	|	0.133	1.746	1.746	18	0.091
2340011-203	|	8	8	116	|	73	13.093	|	0.11	1.435	1.435	8	0.069
2340011-204	|	25	25	264	|	176	13.093	|	0.142	1.86	1.860	25	0.095
2340011-205	|	18	18	153	|	98	13.093	|	0.184	2.405	2.405	18	0.118
2340011-206	|	13	13	226	|	151	13.093	|	0.086	1.127	1.127	13	0.058
2340011-207	|	12	12	102	|	65	13.093	|	0.185	2.417	2.417	12	0.118
2340011-208	|	24	24	305	|	207	13.093	|	0.116	1.518	1.518	24	0.079
2340011-209	|	16	16	207	|	139	13.093	|	0.115	1.507	1.507	16	0.077
2340011-210	|	22	22	257	|	167	13.093	|	0.132	1.725	1.725	22	0.086
2340011-211	|	13	13	147	|	85	13.093	|	0.153	2.002	2.002	13	0.088
2340011-212	|	14	14	214	|	146	13.093	|	0.096	1.255	1.255	14	0.065
2340011-213	|	7	7	98	|	60	13.093	|	0.117	1.527	1.527	7	0.071
2340011-214	|	43	43	618	|	425	13.093	|	0.101	1.325	1.325	43	0.07
2340011-215	|	72	71	979	|	663	13.093	|	0.109	1.422	1.402	71	0.074
2340011-216	|	43	43	617	|	416	13.093	|	0.103	1.353	1.353	43	0.07
2340011-217	|	73	73	958	|	622	13.093	|	0.117	1.537	1.537	73	0.076
2340011-218	|	46	46	584	|	391	13.093	|	0.118	1.54	1.540	46	0.079
2340011-219	|	65	64	836	|	539	13.093	|	0.121	1.579	1.555	64	0.078
2340011-220	|	42	42	583	|	392	13.093	|	0.107	1.403	1.403	42	0.072
2340011-221	|	61	61	868	|	594	13.093	|	0.103	1.345	1.345	61	0.07
2340011-222	|	36	36	540	|	369	13.093	|	0.098	1.277	1.277	36	0.067
2340011-223	|	43	43	717	|	501	13.093	|	0.086	1.124	1.124	43	0.06
2340011-224	|	36	36	229	|	144	13.093	|	0.25	3.273	3.273	36	0.157
2340011-225	|	29	29	156	|	96	13.093	|	0.302	3.955	3.955	29	0.186
2340011-226	|	35	34	246	|	157	13.093	|	0.223	2.919	2.835	34	0.142
2340011-227	|	29	29	202	|	145	13.093	|	0.2	2.619	2.619	29	0.144
2340011-228	|	30	30	199	|	129	13.093	|	0.233	3.045	3.045	30	0.151
2340011-229	|	17	17	118	|	80	13.093	|	0.212	2.782	2.782	17	0.144
2340011-230	|	14	14	148	|	99	13.093	|	0.141	1.851	1.851	14	0.095
2340011-231	|	16	16	107	|	70	13.093	|	0.229	2.993	2.993	16	0.15
2340011-232	|	39	39	260	|	177	13.093	|	0.22	2.885	2.885	39	0.15
2340011-233	|	29	29	176	|	121	13.093	|	0.24	3.138	3.138	29	0.165
2340011-234	|	31	31	216	|	149	13.093	|	0.208	2.724	2.724	31	0.144
2340011-235	|	18	18	127	|	86	13.093	|	0.209	2.74	2.740	18	0.142
2340011-236	|	31	31	214	|	138	13.093	|	0.225	2.941	2.941	31	0.145
2340011-237	|	24	24	151	|	97	13.093	|	0.247	3.239	3.239	24	0.159
2340011-238	|	29	28	232	|	150	13.093	|	0.193	2.531	2.444	28	0.125
2340011-239	|	24	24	152	|	96	13.093	|	0.25	3.273	3.273	24	0.158
2340011-240	|	28	27	207	|	137	13.093	|	0.204	2.676	2.580	27	0.135
2340011-241	|	13	12	111	|	78	13.093	|	0.167	2.182	2.014	12	0.117
2340011-242	|	64	63	447	|	286	13.093	|	0.224	2.93	2.884	63	0.143
2340011-243	|	109	108	730	|	451	13.093	|	0.242	3.164	3.135	108	0.149
2340011-244	|	67	66	488	|	322	13.093	|	0.208	2.724	2.684	66	0.137
2340011-245	|	113	112	786	|	499	13.093	|	0.226	2.965	2.939	112	0.144
2340011-246	|	73	72	466	|	293	13.093	|	0.249	3.262	3.217	72	0.157
2340011-247	|	121	120	756	|	461	13.093	|	0.262	3.436	3.408	120	0.16
2340011-248	|	67	66	463	|	299	13.093	|	0.224	2.934	2.890	66	0.145
2340011-249	|	100	100	688	|	444	13.093	|	0.225	2.949	2.949	100	0.145
2340011-250	|	47	47	329	|	213	13.093	|	0.221	2.889	2.889	47	0.143
2340011-251	|	66	66	481	|	318	13.093	|	0.208	2.717	2.717	66	0.137
2340011-252	|	25	25	187	|	125	13.093	|	0.2	2.619	2.619	25	0.134
2340011-253	|	21	21	130	|	85	13.093	|	0.247	3.235	3.235	21	0.162
2340011-254	|	29	29	213	|	148	13.093	|	0.196	2.565	2.565	29	0.136
2340011-255	|	20	20	158	|	102	13.093	|	0.196	2.567	2.567	20	0.127
2340011-256	|	20	20	178	|	120	13.093	|	0.167	2.182	2.182	20	0.112
2340011-257	|	14	14	119	|	78	13.093	|	0.179	2.35	2.350	14	0.118
2340011-258	|	20	19	161	|	110	13.093	|	0.182	2.38	2.261	19	0.124
2340011-259	|	17	17	120	|	82	13.093	|	0.207	2.714	2.714	17	0.142
2340011-260	|	25	25	189	|	134	13.093	|	0.187	2.443	2.443	25	0.132
2340011-261	|	26	26	147	|	97	13.093	|	0.268	3.509	3.509	26	0.177
2340011-262	|	25	25	182	|	126	13.093	|	0.198	2.598	2.598	25	0.137
2340011-263	|	14	14	107	|	67	13.093	|	0.209	2.736	2.736	14	0.131
2340011-264	|	21	21	171	|	120	13.093	|	0.175	2.291	2.291	21	0.123
2340011-265	|	18	18	111	|	72	13.093	|	0.25	3.273	3.273	18	0.162
2340011-266	|	18	18	160	|	116	13.093	|	0.155	2.032	2.032	18	0.113
2340011-267	|	23	23	118	|	74	13.093	|	0.311	4.069	4.069	23	0.195
2340011-268	|	15	15	179	|	132	13.093	|	0.114	1.488	1.488	15	0.084
2340011-269	|	15	15	115	|	81	13.093	|	0.185	2.425	2.425	15	0.13
2340011-270	|	45	45	352	|	240	13.093	|	0.188	2.455	2.455	45	0.128
2340011-271	|	80	80	633	|	437	13.093	|	0.183	2.397	2.397	80	0.126
2340011-272	|	46	46	388	|	265	13.093	|	0.174	2.273	2.273	46	0.119
2340011-273	|	94	94	706	|	478	13.093	|	0.197	2.575	2.575	94	0.133
2340011-274	|	51	51	396	|	267	13.093	|	0.191	2.501	2.501	51	0.129
2340011-275	|	87	87	650	|	430	13.093	|	0.202	2.649	2.649	87	0.134
2340011-276	|	45	45	356	|	233	13.093	|	0.193	2.529	2.529	45	0.126
2340011-277	|	78	78	612	|	411	13.093	|	0.19	2.485	2.485	78	0.127
2340011-278	|	30	30	253	|	182	13.093	|	0.165	2.158	2.158	30	0.119
2340011-279	|	54	54	355	|	240	13.093	|	0.225	2.946	2.946	54	0.152
2340011-280	|	113	113	1811	|	1207	13.093	|	0.094	1.226	1.226	113	0.062
2340011-281	|	30	30	506	|	329	13.093	|	0.091	1.194	1.194	30	0.059
2340011-282	|	129	129	2482	|	1663	13.093	|	0.078	1.016	1.016	129	0.052
2340011-283	|	41	41	836	|	591	13.093	|	0.069	0.908	0.908	41	0.049
2340011-284	|	93	93	1668	|	1128	13.093	|	0.082	1.079	1.079	93	0.056
2340011-285	|	28	28	436	|	290	13.093	|	0.097	1.264	1.264	28	0.064
2340011-286	|	79	79	1315	|	901	13.093	|	0.088	1.148	1.148	79	0.06
2340011-287	|	20	20	375	|	258	13.093	|	0.078	1.015	1.015	20	0.053
2340011-288	|	111	111	2114	|	1428	13.093	|	0.078	1.018	1.018	111	0.053
2340011-289	|	48	48	605	|	420	13.093	|	0.114	1.496	1.496	48	0.079
2340011-290	|	103	103	1616	|	1077	13.093	|	0.096	1.252	1.252	103	0.064
2340011-291	|	30	30	395	|	262	13.093	|	0.115	1.499	1.499	30	0.076
2340011-292	|	126	126	2450	|	1647	13.093	|	0.077	1.002	1.002	126	0.051
2340011-293	|	44	44	812	|	554	13.093	|	0.079	1.04	1.040	44	0.054
2340011-294	|	107	107	2305	|	1598	13.093	|	0.067	0.877	0.877	107	0.046
2340011-295	|	35	35	765	|	543	13.093	|	0.064	0.844	0.844	35	0.046
2340011-296	|	100	100	1890	|	1295	13.093	|	0.077	1.011	1.011	100	0.053
2340011-297	|	26	26	481	|	324	13.093	|	0.08	1.051	1.051	26	0.054
2340011-298	|	101	101	1659	|	1115	13.093	|	0.091	1.186	1.186	101	0.061
2340011-299	|	24	24	403	|	274	13.093	|	0.088	1.147	1.147	24	0.06
2340011-300	|	232	232	2874	|	1965	13.093	|	0.118	1.546	1.546	232	0.081
2340011-301	|	175	175	1069	|	740	13.093	|	0.236	3.096	3.096	175	0.164
2340011-302	|	234	234	2963	|	1974	13.093	|	0.119	1.552	1.552	234	0.079
2340011-303	|	177	177	1431	|	996	13.093	|	0.178	2.327	2.327	177	0.124
2340011-304	|	239	239	2992	|	2025	13.093	|	0.118	1.545	1.545	239	0.08
2340011-305	|	188	188	1227	|	848	13.093	|	0.222	2.903	2.903	188	0.153
2340011-306	|	174	174	2791	|	1920	13.093	|	0.091	1.187	1.187	174	0.062
2340011-307	|	104	104	1241	|	879	13.093	|	0.118	1.549	1.549	104	0.084
2340011-308	|	122	122	1950	|	1385	13.093	|	0.088	1.153	1.153	122	0.063
2340011-309	|	37	37	556	|	380	13.093	|	0.097	1.275	1.275	37	0.067
2340011-310	|	125	124	2303	|	1654	13.093	|	0.076	0.989	0.982	124	0.054
2340011-311	|	43	43	755	|	547	13.093	|	0.079	1.029	1.029	43	0.057
2340011-312	|	122	121	1804	|	1250	13.093	|	0.098	1.278	1.267	121	0.068
2340011-313	|	39	39	459	|	315	13.093	|	0.124	1.621	1.621	39	0.085
2340011-314	|	112	111	1716	|	1189	13.093	|	0.094	1.233	1.222	111	0.065
2340011-315	|	37	37	538	|	379	13.093	|	0.098	1.278	1.278	37	0.069
2340011-316	|	127	127	2098	|	1470	13.093	|	0.086	1.131	1.131	127	0.061
2340011-317	|	42	42	609	|	426	13.093	|	0.099	1.291	1.291	42	0.069
2340011-318	|	119	119	1860	|	1303	13.093	|	0.091	1.196	1.196	119	0.064
2340011-319	|	34	34	449	|	327	13.093	|	0.104	1.361	1.361	34	0.076
2340011-320	|	114	114	2106	|	1501	13.093	|	0.076	0.994	0.994	114	0.054
2340011-321	|	37	37	666	|	471	13.093	|	0.079	1.029	1.029	37	0.056
2340011-322	|	102	101	2301	|	1655	13.093	|	0.062	0.807	0.799	101	0.044
2340011-323	|	42	42	744	|	530	13.093	|	0.079	1.038	1.038	42	0.056
2340011-324	|	104	103	2025	|	1438	13.093	|	0.072	0.947	0.938	103	0.051
2340011-325	|	34	34	574	|	394	13.093	|	0.086	1.13	1.130	34	0.059
2340011-326	|	117	116	1855	|	1284	13.093	|	0.091	1.193	1.183	116	0.063
2340011-327	|	29	29	454	|	304	13.093	|	0.095	1.249	1.249	29	0.064
2340011-328	|	262	261	2806	|	1999	13.093	|	0.131	1.716	1.709	261	0.093
