pID	|	s(R)	Img	s(Q)	|	s(Qnq)	coff	|	PCA	BF	BFi	Img	std
2340011-125	|	37	37	181	|	85	7.71	|	0.435	3.356	3.356	37	0.204
2340011-126	|	56	56	274	|	141	7.71	|	0.397	3.062	3.062	56	0.204
2340011-127	|	34	33	143	|	66	7.71	|	0.515	3.972	3.855	33	0.238
2340011-128	|	48	48	267	|	135	7.71	|	0.356	2.741	2.741	48	0.18
2340011-129	|	34	34	140	|	71	7.71	|	0.479	3.692	3.692	34	0.243
2340011-130	|	105	104	599	|	325	7.71	|	0.323	2.491	2.467	104	0.175
2340011-131	|	186	186	1001	|	517	7.71	|	0.36	2.774	2.774	186	0.186
2340011-132	|	92	92	527	|	269	7.71	|	0.342	2.637	2.637	92	0.175
2340011-133	|	164	164	730	|	369	7.71	|	0.444	3.427	3.427	164	0.225
2340011-134	|	105	105	559	|	286	7.71	|	0.367	2.831	2.831	105	0.188
2340011-135	|	164	164	784	|	400	7.71	|	0.41	3.161	3.161	164	0.209
2340011-136	|	103	103	569	|	296	7.71	|	0.348	2.683	2.683	103	0.181
2340011-137	|	159	159	808	|	401	7.71	|	0.397	3.057	3.057	159	0.197
2340011-138	|	74	73	392	|	208	7.71	|	0.356	2.743	2.706	73	0.189
2340011-139	|	83	83	420	|	228	7.71	|	0.364	2.807	2.807	83	0.198
2340011-140	|	45	45	223	|	117	7.71	|	0.385	2.965	2.965	45	0.202
2340011-141	|	42	42	168	|	91	7.71	|	0.462	3.558	3.558	42	0.25
2340011-142	|	52	52	231	|	117	7.71	|	0.444	3.427	3.427	52	0.225
2340011-143	|	56	56	189	|	93	7.71	|	0.602	4.642	4.642	56	0.296
2340011-144	|	41	41	209	|	114	7.71	|	0.36	2.773	2.773	41	0.196
2340011-145	|	32	32	134	|	64	7.71	|	0.5	3.855	3.855	32	0.239
2340011-146	|	38	38	178	|	95	7.71	|	0.4	3.084	3.084	38	0.213
2340011-147	|	26	26	141	|	84	7.71	|	0.31	2.386	2.386	26	0.184
2340011-148	|	50	50	213	|	109	7.71	|	0.459	3.537	3.537	50	0.235
2340011-149	|	35	35	153	|	87	7.71	|	0.402	3.102	3.102	35	0.229
2340011-150	|	38	38	173	|	89	7.71	|	0.427	3.292	3.292	38	0.22
2340011-151	|	31	31	158	|	91	7.71	|	0.341	2.626	2.626	31	0.196
2340011-152	|	36	35	173	|	88	7.71	|	0.409	3.154	3.066	35	0.208
2340011-153	|	25	25	118	|	56	7.71	|	0.446	3.442	3.442	25	0.212
2340011-154	|	35	35	157	|	79	7.71	|	0.443	3.416	3.416	35	0.223
2340011-155	|	26	26	109	|	62	7.71	|	0.419	3.233	3.233	26	0.239
2340011-156	|	34	34	183	|	99	7.71	|	0.343	2.648	2.648	34	0.186
2340011-157	|	29	28	127	|	59	7.71	|	0.492	3.79	3.659	28	0.228
2340011-158	|	74	74	394	|	219	7.71	|	0.338	2.605	2.605	74	0.188
2340011-159	|	147	147	705	|	402	7.71	|	0.366	2.819	2.819	147	0.209
2340011-160	|	73	73	375	|	203	7.71	|	0.36	2.772	2.772	73	0.195
2340011-161	|	112	112	552	|	315	7.71	|	0.356	2.741	2.741	112	0.203
2340011-162	|	76	76	388	|	212	7.71	|	0.358	2.764	2.764	76	0.196
2340011-163	|	122	122	631	|	358	7.71	|	0.341	2.627	2.627	122	0.193
2340011-164	|	74	74	356	|	201	7.71	|	0.368	2.838	2.838	74	0.208
2340011-165	|	117	117	577	|	328	7.71	|	0.357	2.75	2.750	117	0.203
2340011-166	|	48	48	229	|	123	7.71	|	0.39	3.009	3.009	48	0.21
2340011-167	|	61	61	268	|	155	7.71	|	0.394	3.034	3.034	61	0.228
2340011-168	|	63	62	402	|	228	7.71	|	0.276	2.13	2.097	62	0.157
2340011-169	|	41	40	208	|	119	7.71	|	0.345	2.656	2.592	40	0.197
2340011-170	|	64	63	559	|	329	7.71	|	0.195	1.5	1.476	63	0.114
2340011-171	|	38	37	364	|	233	7.71	|	0.163	1.257	1.224	37	0.104
2340011-172	|	48	47	359	|	214	7.71	|	0.224	1.729	1.693	47	0.134
2340011-173	|	31	30	171	|	96	7.71	|	0.323	2.49	2.409	30	0.181
2340011-174	|	20	19	186	|	123	7.71	|	0.163	1.254	1.191	19	0.108
2340011-175	|	14	14	104	|	57	7.71	|	0.246	1.894	1.894	14	0.135
2340011-176	|	50	50	430	|	264	7.71	|	0.189	1.46	1.460	50	0.116
2340011-177	|	34	34	213	|	119	7.71	|	0.286	2.203	2.203	34	0.16
2340011-178	|	46	46	335	|	197	7.71	|	0.234	1.8	1.800	46	0.137
2340011-179	|	19	19	120	|	71	7.71	|	0.268	2.063	2.063	19	0.158
2340011-180	|	56	55	482	|	286	7.71	|	0.196	1.51	1.483	55	0.116
2340011-181	|	34	33	274	|	158	7.71	|	0.215	1.659	1.610	33	0.124
2340011-182	|	51	50	379	|	222	7.71	|	0.23	1.771	1.736	50	0.135
2340011-183	|	28	27	179	|	103	7.71	|	0.272	2.096	2.021	27	0.156
2340011-184	|	39	39	380	|	229	7.71	|	0.17	1.313	1.313	39	0.103
2340011-185	|	22	22	147	|	85	7.71	|	0.259	1.995	1.995	22	0.15
2340011-186	|	112	111	986	|	582	7.71	|	0.192	1.484	1.470	111	0.114
2340011-187	|	171	170	1053	|	618	7.71	|	0.277	2.133	2.121	170	0.162
2340011-188	|	102	101	820	|	481	7.71	|	0.212	1.635	1.619	101	0.124
2340011-189	|	122	121	954	|	559	7.71	|	0.218	1.683	1.669	121	0.128
2340011-190	|	94	93	830	|	491	7.71	|	0.191	1.476	1.460	93	0.113
2340011-191	|	123	122	1022	|	611	7.71	|	0.201	1.552	1.539	122	0.12
2340011-192	|	108	107	873	|	524	7.71	|	0.206	1.589	1.574	107	0.124
2340011-193	|	133	132	1122	|	678	7.71	|	0.196	1.512	1.501	132	0.119
2340011-194	|	87	87	726	|	430	7.71	|	0.202	1.56	1.560	87	0.12
2340011-195	|	75	75	724	|	441	7.71	|	0.17	1.311	1.311	75	0.104
2340011-196	|	42	42	340	|	194	7.71	|	0.216	1.669	1.669	42	0.124
2340011-197	|	27	27	179	|	104	7.71	|	0.26	2.002	2.002	27	0.151
2340011-198	|	45	45	410	|	244	7.71	|	0.184	1.422	1.422	45	0.11
2340011-199	|	31	31	255	|	156	7.71	|	0.199	1.532	1.532	31	0.122
2340011-200	|	27	27	312	|	187	7.71	|	0.144	1.113	1.113	27	0.087
2340011-201	|	13	13	144	|	80	7.71	|	0.163	1.253	1.253	13	0.09
2340011-202	|	23	23	194	|	113	7.71	|	0.204	1.569	1.569	23	0.119
2340011-203	|	16	16	109	|	60	7.71	|	0.267	2.056	2.056	16	0.147
2340011-204	|	34	34	346	|	203	7.71	|	0.167	1.291	1.291	34	0.098
2340011-205	|	24	24	202	|	114	7.71	|	0.211	1.623	1.623	24	0.119
2340011-206	|	23	23	295	|	179	7.71	|	0.128	0.991	0.991	23	0.078
2340011-207	|	5	5	108	|	63	7.71	|	0.079	0.612	0.612	5	0.046
2340011-208	|	44	44	436	|	256	7.71	|	0.172	1.325	1.325	44	0.101
2340011-209	|	40	40	307	|	170	7.71	|	0.235	1.814	1.814	40	0.13
2340011-210	|	34	34	323	|	184	7.71	|	0.185	1.425	1.425	34	0.105
2340011-211	|	22	22	185	|	107	7.71	|	0.206	1.585	1.585	22	0.119
2340011-212	|	26	26	287	|	174	7.71	|	0.149	1.152	1.152	26	0.091
2340011-213	|	11	11	136	|	83	7.71	|	0.133	1.022	1.022	11	0.081
2340011-214	|	82	82	771	|	445	7.71	|	0.184	1.421	1.421	82	0.106
2340011-215	|	129	129	1215	|	732	7.71	|	0.176	1.359	1.359	129	0.106
2340011-216	|	74	74	673	|	395	7.71	|	0.187	1.444	1.444	74	0.11
2340011-217	|	87	87	821	|	486	7.71	|	0.179	1.38	1.380	87	0.106
2340011-218	|	72	72	683	|	400	7.71	|	0.18	1.388	1.388	72	0.105
2340011-219	|	90	90	886	|	528	7.71	|	0.17	1.314	1.314	90	0.102
2340011-220	|	73	73	698	|	410	7.71	|	0.178	1.373	1.373	73	0.105
2340011-221	|	99	99	929	|	552	7.71	|	0.179	1.383	1.383	99	0.107
2340011-222	|	53	52	562	|	337	7.71	|	0.157	1.213	1.190	52	0.094
2340011-223	|	57	56	590	|	368	7.71	|	0.155	1.194	1.173	56	0.097
2340011-224	|	50	50	258	|	149	7.71	|	0.336	2.587	2.587	50	0.194
2340011-225	|	44	44	193	|	96	7.71	|	0.458	3.534	3.534	44	0.228
2340011-226	|	57	56	293	|	174	7.71	|	0.328	2.526	2.481	56	0.195
2340011-227	|	45	45	208	|	113	7.71	|	0.398	3.07	3.070	45	0.216
2340011-228	|	48	48	223	|	122	7.71	|	0.393	3.033	3.033	48	0.215
2340011-229	|	25	25	131	|	72	7.71	|	0.347	2.677	2.677	25	0.191
2340011-230	|	34	34	169	|	103	7.71	|	0.33	2.545	2.545	34	0.201
2340011-231	|	19	19	111	|	63	7.71	|	0.302	2.325	2.325	19	0.171
2340011-232	|	52	52	263	|	154	7.71	|	0.338	2.603	2.603	52	0.198
2340011-233	|	39	39	168	|	82	7.71	|	0.476	3.667	3.667	39	0.232
2340011-234	|	36	36	211	|	126	7.71	|	0.286	2.203	2.203	36	0.171
2340011-235	|	19	19	96	|	52	7.71	|	0.365	2.817	2.817	19	0.198
2340011-236	|	52	51	240	|	132	7.71	|	0.394	3.037	2.979	51	0.217
2340011-237	|	47	47	201	|	97	7.71	|	0.485	3.736	3.736	47	0.234
2340011-238	|	51	51	246	|	135	7.71	|	0.378	2.913	2.913	51	0.207
2340011-239	|	31	31	163	|	89	7.71	|	0.348	2.685	2.685	31	0.19
2340011-240	|	45	45	237	|	133	7.71	|	0.338	2.609	2.609	45	0.19
2340011-241	|	26	26	104	|	52	7.71	|	0.5	3.855	3.855	26	0.25
2340011-242	|	85	85	485	|	286	7.71	|	0.297	2.291	2.291	85	0.175
2340011-243	|	152	151	863	|	505	7.71	|	0.301	2.321	2.305	151	0.176
2340011-244	|	77	76	449	|	258	7.71	|	0.298	2.301	2.271	76	0.171
2340011-245	|	125	124	675	|	391	7.71	|	0.32	2.465	2.445	124	0.185
2340011-246	|	74	73	450	|	266	7.71	|	0.278	2.145	2.116	73	0.164
2340011-247	|	120	120	717	|	410	7.71	|	0.293	2.257	2.257	120	0.167
2340011-248	|	83	83	471	|	280	7.71	|	0.296	2.285	2.285	83	0.176
2340011-249	|	128	127	719	|	419	7.71	|	0.305	2.355	2.337	127	0.178
2340011-250	|	53	52	310	|	180	7.71	|	0.294	2.27	2.227	52	0.171
2340011-251	|	77	76	403	|	231	7.71	|	0.333	2.57	2.537	76	0.191
2340011-252	|	37	37	203	|	113	7.71	|	0.327	2.524	2.524	37	0.182
2340011-253	|	41	41	154	|	70	7.71	|	0.586	4.516	4.516	41	0.266
2340011-254	|	47	47	230	|	131	7.71	|	0.359	2.766	2.766	47	0.204
2340011-255	|	47	47	188	|	103	7.71	|	0.456	3.518	3.518	47	0.25
2340011-256	|	35	35	180	|	97	7.71	|	0.361	2.782	2.782	35	0.194
2340011-257	|	28	28	127	|	67	7.71	|	0.418	3.222	3.222	28	0.22
2340011-258	|	25	25	152	|	89	7.71	|	0.281	2.166	2.166	25	0.164
2340011-259	|	21	21	104	|	54	7.71	|	0.389	2.998	2.998	21	0.202
2340011-260	|	38	38	204	|	108	7.71	|	0.352	2.713	2.713	38	0.186
2340011-261	|	34	34	144	|	77	7.71	|	0.442	3.404	3.404	34	0.236
2340011-262	|	33	33	176	|	97	7.71	|	0.34	2.623	2.623	33	0.188
2340011-263	|	21	20	116	|	67	7.71	|	0.313	2.417	2.301	20	0.181
2340011-264	|	36	36	194	|	101	7.71	|	0.356	2.748	2.748	36	0.186
2340011-265	|	37	37	165	|	97	7.71	|	0.381	2.941	2.941	37	0.224
2340011-266	|	39	39	174	|	81	7.71	|	0.481	3.712	3.712	39	0.224
2340011-267	|	28	28	123	|	56	7.71	|	0.5	3.855	3.855	28	0.228
2340011-268	|	33	33	176	|	99	7.71	|	0.333	2.57	2.570	33	0.188
2340011-269	|	17	16	114	|	70	7.71	|	0.243	1.872	1.762	16	0.149
2340011-270	|	63	63	380	|	217	7.71	|	0.29	2.238	2.238	63	0.166
2340011-271	|	143	143	741	|	414	7.71	|	0.345	2.663	2.663	143	0.193
2340011-272	|	67	67	378	|	217	7.71	|	0.309	2.38	2.380	67	0.177
2340011-273	|	113	113	583	|	333	7.71	|	0.339	2.616	2.616	113	0.194
2340011-274	|	68	68	384	|	218	7.71	|	0.312	2.405	2.405	68	0.177
2340011-275	|	112	112	643	|	361	7.71	|	0.31	2.392	2.392	112	0.174
2340011-276	|	66	66	379	|	218	7.71	|	0.303	2.334	2.334	66	0.174
2340011-277	|	118	118	619	|	355	7.71	|	0.332	2.563	2.563	118	0.191
2340011-278	|	40	40	235	|	134	7.71	|	0.299	2.301	2.301	40	0.17
2340011-279	|	50	50	243	|	140	7.71	|	0.357	2.754	2.754	50	0.206
2340011-280	|	244	243	2464	|	1435	7.71	|	0.17	1.311	1.306	243	0.099
2340011-281	|	96	95	684	|	364	7.71	|	0.264	2.033	2.012	95	0.14
2340011-282	|	289	288	3290	|	1956	7.71	|	0.148	1.139	1.135	288	0.088
2340011-283	|	116	116	1308	|	784	7.71	|	0.148	1.141	1.141	116	0.089
2340011-284	|	206	205	2270	|	1356	7.71	|	0.152	1.171	1.166	205	0.091
2340011-285	|	58	57	573	|	338	7.71	|	0.172	1.323	1.300	57	0.101
2340011-286	|	158	158	1473	|	877	7.71	|	0.18	1.389	1.389	158	0.107
2340011-287	|	54	54	434	|	256	7.71	|	0.211	1.626	1.626	54	0.124
2340011-288	|	222	222	2633	|	1578	7.71	|	0.141	1.085	1.085	222	0.084
2340011-289	|	81	81	736	|	415	7.71	|	0.195	1.505	1.505	81	0.11
2340011-290	|	173	173	2086	|	1262	7.71	|	0.137	1.057	1.057	173	0.083
2340011-291	|	51	51	457	|	257	7.71	|	0.198	1.53	1.530	51	0.112
2340011-292	|	282	281	3163	|	1855	7.71	|	0.152	1.172	1.168	281	0.089
2340011-293	|	132	131	1393	|	827	7.71	|	0.16	1.231	1.221	131	0.095
2340011-294	|	241	240	3029	|	1827	7.71	|	0.132	1.017	1.013	240	0.08
2340011-295	|	76	75	1038	|	630	7.71	|	0.121	0.93	0.918	75	0.073
2340011-296	|	206	206	2413	|	1406	7.71	|	0.147	1.13	1.130	206	0.085
2340011-297	|	65	65	642	|	378	7.71	|	0.172	1.326	1.326	65	0.101
2340011-298	|	177	177	2153	|	1307	7.71	|	0.135	1.044	1.044	177	0.082
2340011-299	|	61	61	515	|	304	7.71	|	0.201	1.547	1.547	61	0.118
2340011-300	|	429	428	2896	|	1745	7.71	|	0.246	1.895	1.891	428	0.148
2340011-301	|	315	314	1806	|	1104	7.71	|	0.285	2.2	2.193	314	0.174
2340011-302	|	449	448	2929	|	1759	7.71	|	0.255	1.968	1.964	448	0.153
2340011-303	|	320	319	1743	|	1066	7.71	|	0.3	2.314	2.307	319	0.184
2340011-304	|	469	468	2952	|	1776	7.71	|	0.264	2.036	2.032	468	0.159
2340011-305	|	332	331	1726	|	1030	7.71	|	0.322	2.485	2.478	331	0.192
2340011-306	|	323	323	2933	|	1816	7.71	|	0.178	1.371	1.371	323	0.11
2340011-307	|	157	156	2161	|	1331	7.71	|	0.118	0.909	0.904	156	0.073
2340011-308	|	165	164	1595	|	968	7.71	|	0.17	1.314	1.306	164	0.103
2340011-309	|	65	64	517	|	308	7.71	|	0.211	1.627	1.602	64	0.126
2340011-310	|	183	182	1833	|	1134	7.71	|	0.161	1.244	1.237	182	0.1
2340011-311	|	73	73	691	|	424	7.71	|	0.172	1.327	1.327	73	0.106
2340011-312	|	152	151	1511	|	951	7.71	|	0.16	1.232	1.224	151	0.101
2340011-313	|	46	46	429	|	263	7.71	|	0.175	1.348	1.348	46	0.107
2340011-314	|	131	130	1293	|	797	7.71	|	0.164	1.267	1.258	130	0.101
2340011-315	|	55	55	481	|	299	7.71	|	0.184	1.418	1.418	55	0.114
2340011-316	|	146	146	1606	|	1009	7.71	|	0.145	1.116	1.116	146	0.091
2340011-317	|	54	54	530	|	335	7.71	|	0.161	1.243	1.243	54	0.102
2340011-318	|	128	128	1410	|	873	7.71	|	0.147	1.13	1.130	128	0.091
2340011-319	|	39	39	384	|	235	7.71	|	0.166	1.28	1.280	39	0.102
2340011-320	|	169	168	1835	|	1135	7.71	|	0.149	1.148	1.141	168	0.092
2340011-321	|	75	74	718	|	447	7.71	|	0.168	1.294	1.276	74	0.104
2340011-322	|	154	153	1751	|	1095	7.71	|	0.141	1.084	1.077	153	0.088
2340011-323	|	51	50	615	|	402	7.71	|	0.127	0.978	0.959	50	0.083
2340011-324	|	162	162	1618	|	1004	7.71	|	0.161	1.244	1.244	162	0.1
2340011-325	|	47	46	497	|	312	7.71	|	0.151	1.161	1.137	46	0.095
2340011-326	|	134	134	1468	|	906	7.71	|	0.148	1.14	1.140	134	0.091
2340011-327	|	42	42	380	|	237	7.71	|	0.177	1.366	1.366	42	0.111
2340011-328	|	335	334	2882	|	1801	7.71	|	0.186	1.434	1.430	334	0.116
